id,sentence,difficulty
,"étaient de 40 hommes et femmes présents, 32 étaient séparés ou en instance de divorce.",C1
1614.0,La production disparut presque totalement en France.,B2
,"Organisée à l'occasion du 700e anniversaire de la mort du poète, la fausse audience prendra la forme d'un congrès qui doit se tenir le 21 mai prochain, selon les informations se Corriere la Sera.",B2
2776.0,Je m'en vais.,A1
,L'absence de professeurs formés en nombre suffisant est également un infaisable. pour beaucoup de ses de qui la jugent infaisable.,C2
,directeur secrétaire va être embauché par Un directeur,B1
3236.0,Puis je vais passer à la poste pour envoyer un colis à ma grand-mère,A2
2061.0,"Deux fois, malgré sa pauvreté, la comtesse vint passer quelques jours à Milan ; il s'agissait de voir un ballet sublime de Vigano, donné au théâtre de la Scala, et le marquis ne défendait point à sa femme d'accompagner sa belle-soeur.",C1
,Ma fait fait parfois des gâteaux avec samedi grand-mère le samedi après-midi.,A1
,Cette loi avait pour objectif objectif permettre avait croyants et non-croyants de vivre ensemble.,B2
,Tout contraire contraire de le,A2
,"secret, qu'il eut révélé son terrible secret, il se sentit eut",C2
753.0,"Deux Mulets cheminaient, l'un d'avoine chargé, l'autre portant l'argent de la gabelle.",B2
,"Néanmoins, l'introduction de la notion de genre dans la santé entraîne une meilleure compréhension compréhension processus biologiques et sociaux intriqués qui influencent les trajectoires de santé des hommes et des influencent",C1
,Il y dans beaucoup désordre désordre dans l'appartement.,A1
,Je t'accueillir. ravi de t'accueillir.,A2
,"Les au premiers consommateurs de chocolat au monde, ont eu semble-t-il l'appétit coupé par le monde, en 2020.",B2
,"Aujourd'hui, méthode méthode est méthode rodée.",B1
,"Le lendemain du son 50ème anniversaire, on lendemain diagnostique un cancer du poumon en phase terminale avec une espérance de vie estimée à deux ans.",C1
,Je t'appelerais documents que reçois reçois les documents,B1
,"En remontant dans le temps, on s'aperçoit que le déclin de la diversité linguistique En été s'aperçoit accéléré par les conquêtes colonialistes européennes qui ont éliminé au moins 15 % des langues parlées à l'époque.",C1
,"Pour aller à la salle internet de partir de l'escalier, jusqu'à jusqu'à l'accueil",A1
313.0,"L'étymologie latine du mot travail, ""tripalium"", signifie ""instrument de torture""",C2
,"Je faisais de longues siestes tantôt sur canapé, à tantôt sur le lit d'Arthur, à la chaleur du soleil ou du radiateur selon les saisons",C1
,"Pour notre entreprise, externaliser, c'est se concentrer sur nos et principales, recherche et commercialisation, que nous maîtrisons parfaitement et faire réaliser par des intervenants extérieurs les activités de production et les essais des",B2
,que que que faites ?,A1
,"Les ordinateurs peuvent être classés selon plusieurs critères tels que être domaine d'application, la taille ou peuvent",C1
,"Du moment qu'on a une démocratie, moment doit écouter a peuple.",B1
1156.0,Nous ne nous attendions pas à un tel buzz.,B1
,monde sommes dans un sommes globalement mieux nourri.,B2
,Il ne lui pas seul chez lui reste soir,A1
,Paul a le numéro de numéro de numéro,A1
,Quel sport est-ce Quel vous faites sport,A1
,Pouvez-vous parler plus lentement ?,A1
,"Soit x une courbe relative sur une base s, on definit, pour tout faisceau inversible relatif l sur x, un inversible une sur s canonique.",C2
,L'incompétence linguistique des responsables internationales est une blague récurrente des sommets européens tout comme grandes grandes entreprises internationales,C2
,"Sur d'autres, Sur série une série de détonations, tandis que des contestataires scandaient: ""notre révolte doit réussir"".",C1
2023.0,J'ai mis tout ce que j'avais dans ce projet.,A2
,"| Je m'appelle peinture. je suis malien, j'aime la peinture.",A1
,Son acte serait serait déterminé par une extériorité,C2
,attention! Fais,A1
,L'Empereur était était Paris.,B1
,On demontre des formules d'addition pour cette section theta qui generalisent particulier particulier la formule formule de fay.,C2
,"Derrière ces jeunes, il y a très souvent des parents en des difficulté à cause de la pauvreté Derrière du chômage.",B1
,"Cependant, les bougies de l'orchestre s'allumèrent; le lustre descendit du plafond, versant, avec le rayonnement de ses facettes, une gaieté subite dans lustre salle; puis les de entrèrent les uns après les autres, et ce fut d'abord un long charivari de basses ronflant, de violons grinçant, de pistons trompétant, de flûtes et de flageolets qui piaulaient.",C2
,C'est C'est l'anniversaire C'est Julie.,A1
,"Ils monseigneur, tous monseigneur, et ils riaient quand il faisait contes. contes.",B2
,"Les conséquences sur la nature sont gravissimes, gravissimes, sur les océans qui contiendraient selon la revue américaine Science plus de 110 millions contiendraient tonnes de déchets plastiques.",B2
,"Bien que les policiers réclament plus de pouvoirs concernant l'écoute électronique des logiciels de son Internet, l'Italie a souligné son désaccord avec policiers telle politique.",C1
,L'homme le est lépreux lépreux du monde fashionable.,C2
2192.0,"Nous avons décidé de travailler sur trois variables instrumentales, la première retenue étant l'individualisme.",B2
,On pense d'emblée à un vieux scribe accroupi ou à l'occupant d'un échoppe bancale nichée dans l'entresol dans vénérable immeuble à colombages.,C1
,Grâce à une à il a à commencé à s'intéresser à l'école.,B1
,"Pas au point qu'il faille en limiter la consommation, mais tout de même. D'autres éditeurs exploitent le créneau, et Internet regorge de sites intéressants qui Internet une approche moins scolaire, certes, mais tellement plus scolaire, des mathématiques.",C2
,"Et Forestier, presque couché sur le canapé, une jambe repliée sous lui, la serviette glissée dans son gilet pour ne point maculer son habit, déclara silence. tout à coup, avec un rire convaincu de sceptique : ""Sacristi oui, on s'en paierait si on était sûr du avec Bigre de bigre ! les pauvres maris !""",C2
,"En plus de son rôle, si important pour la recherche en son et en biologie moléculaire, de ""pourvoyeur"" de quantité illimitée d'ADN à partir d'un infime échantillon, la PCR s'avérera un outil indispensable notamment au diagnostic illimitée plusieurs maladies et à la génétique forensique.",C2
,Il a une pantalon vert vert une chemise blanche,A1
,On fait chaussures On chaussures,A1
,Vous devez de l'argent devez tous vos amis à cause de ce de,A2
,chanteuse. est est,A1
,Crise de l'âge adulte Crise choix rationnel adulte,C1
,Je que que Je bon.,A1
4443.0,Mes amis américains me disent que je m'exprime sans accent,B2
,la vais revenir avec les semaine la semaine prochaine.,A1
,"Les coûts totaux des Les prennent donc en considération, outre les coûts liés aux dépenses financières, les coûts immatériels la ne résultent d'aucun paiement comme par exemple la souffrance ressentie par les victimes d'accidents.",C1
,"Il existe effectivement, des êtres humains qui possèdent une quantité de pouvoir importante effectivement, qui contraignent l'humanité à travailler en créant un cercle vicieux qui fait en travail une nécessité pour accéder à ses propres désirs",C2
,Ils s'étaient imaginé pouvoir surmonter Ils deuil en se lançant dans s'étaient travaux de rénovation.,B2
,l'ai reçue l'ai reçue hier.,B1
,"Le fonctionnement de base est identique aux autres versions de Counter-Strike : les joueurs sont divisés en deux équipes, les de et les antiterroristes.",B2
,"Le marquis professait une haine vigoureuse pour les lumières : ce sont les idées, disait-il, qui ont perdu l'Italie ; il ne marquis trop comment concilier cette sainte horreur haine l'instruction, avec le désir de voir son fils Fabrice perfectionner l'éducation si brillamment commencée chez les jésuites.",C2
,"Elle s'introduit mais le siège vacant, toujours soufflant, mais mais s'assied pas.",B2
,Le XXe siècle a vu exploser le nombre de technologies capables siècle produire et diffuser Le l'information.,B2
,"Ce sera Ce inoubliable, suis sûr!",A1
,Quelle spectacle ta chanson préférée est le spectacle ?,A1
,pensez-vous pensez-vous Qu'en,A1
,très beaucoup pour toutes mon belles histoires que je trouve très utiles pour améliorer mon français.,A2
,Est-ce que ton mari enfants tes enfants enfants bien,B1
,"En En moins chômées. 1 travailleur sur 3, dérogations obligent, bénéficie réellement de ces vingt-quatre heures chômées.",C2
,"En travaillant, je bois beaucoup de de",B1
,C'est pour moi une grande déception de ne pas ne pour accueillir à Zurich,B1
,"Darren Star culture qu'elle est ""inspirée de sa propre histoire d'amour qui dure depuis toujours avec Paris et la culture française"".",B2
,A regarder en VO décalage. ne rien perdre de ce décalage.,B1
,"Et toi, qu'est-ce que qu'est-ce vas faire ?",A2
,"Je grimpai jusqu'à mi-pente, démontai et, tenant l'arc à demi bandé, parvins en haut de la colline.",C1
1477.0,La motocyclette était très peu fiable à ses débuts.,B2
4503.0,Je n'ai pas bien compris.,A1
,Viens avec t'installer ! nous !,A1
,"On lui accouchement, sages compagnes, et afin de l'aider lors de son accouchement, deux femmes des plus sages furent cloîtrées avec elle.",C2
,"De délicieux beignets beignets tendres et croustillants à la fois, une recette idéale pour voyager sous le soleil des soleil",C1
,suis ne suis jamais content.,A1
,Par autres on craint que les autres aient enrichissantes expériences enrichissantes sans nous.,B1
,"A 50-55 ans deuxième la deuxième vie adulte, à contenu. il faudra donner un nom, un statut, un contenu.",C1
,le bras est relié au tronc par l'épaule et à l'avant-bras par le par,B1
,"En effet, même de vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans effet, centres commerciaux",A2
,Comment peut-on l'école ? ?,A2
,"Les oncles, année grands-parents, les cousins, cette année toute la famille se rassemble afin de fêter Noël comme les se doit",B2
,mais aussi des des : je me régale et bonnes fais le plein de vitamines J'espère que tu passes de bonnes vacances à Limoges,A2
,"C'est la couleur de nombreux fruits et légumes, couleur les tomates, les nombreux ou les cerises.",A1
,"Pour aller dans ma chambre, chambre, dois Pour un escalier",A2
,ce ce que pouvez faire un fichier pdf quand tu as fait une histoire comme ça.,B1
,La durée de retention des fixée peut être fixée par des réglementations réglementations,C1
,Pour multiples multiples multiples l'éducation s'est focalisée sur la spécialisation.,C2
,"Ellénore, rendez-vous à trouverez rendez-vous ; vous y trouverez quelque douceur.",C2
1516.0,Cet essor est lié à la mise en place de mesures fiscales favorables aux parents.,C1
,Bonjour Bonjour ! !,A1
,"Toutes ses velléités de dénigrement s'évanouissaient sous la poésie du rôle qui l'envahissait, et, entraînée vers l'homme par l'illusion du personnage, elle tâcha de se figurer cette vie, cette vie rétentissante, extraordinaire, splendide, et qu'elle aurait pu mener cependant, si le hasard l'avait voulu.",C2
,"""Prince, dirent-ils, homme forêt est trop sauvage la trop grande : aucun homme ne pourrait pénétrer jusqu'à son coeur.",B2
,"Là encore, la continuité: de tous les choix possibles, la tolérance constitue, quelle que politiques. l'année, la la ou qualité la plus souvent choisie par les enquêtes, commente le chargé de recherche à la Fondation nationale des sciences politiques.",B2
,s'est journal n'a pas évadé. comment ce prisonnier s'est évadé.,B1
3540.0,Ce peintre a été profondément choqué par la légèreté dans laquelle ce critique d'art a parlé de son oeuvre.,B2
,"York, à New York, New toi ?",A1
,Et fringants.,B2
,des avez vous petites bouteilles d'eau si vous avez soif.,A1
,Cette tranquillité ne l'effrayait pas moins que s'il ne trouvé le logis en trouvé,C2
,"Envoie le message à amis, amis, d'accord à",A2
,"Devenons poétiquement son pour juger un idéaliste et prouvons-lui que son exaltés est médiocre, banal, pas assez fou ou magnifique.",C1
,À la une de l'actualité également la situation en Australie où les autorités évoquent des dégâts la au lendemain lendemain nouvelle journée d'incendies,B1
,"Les ordinateurs peuvent tels classés selon plusieurs critères tels l'architecture. le domaine d'application, la taille ou l'architecture.",C1
,"Alors, tu tu le film, tu écris un texte et tu décris l'histoire un",A2
,"On dirait qu'elle ne les a jamais coupés, et ils une autour de son couronne comme une couronne de boucles noires.",B1
,Je n'aime pas sortir la poubelle et la déteste travailler dans le jardin.,A2
,"C'est super, je fais plein de choses avec mes cousins: faire on est allés et la piscine et demain, on va faire du camping en forêt.",A2
1396.0,"La méchante femme n'y retournera sûrement pas."" Le démon partit bien vite, et il se précipita dans le trou, où, hélas, il retrouva la méchante femme.",B1
,Bonne chance !,A1
,"Et soudain elle mes devant moi, mes lunettes à à main.",A2
,"En Chine, la Fête des mères a lieu le mères dimanche de mai.",B1
,Cette activité apparait dans la religion grecque de l'Antiquité Cette activité cadeau qui est toutefois imposé aux Hommes pour qu'ils puissent survivre,C2
,Hier s'est terminé le Salon de pâtisserie pâtisserie de Paris.,A2
,Vous avez dit la seule dit intelligente chose,A2
,la promettais de dire promettais vérité.,A2
,Je suis le professeur Duquesnes.,A1
3260.0,"Si j'étais plus attirante, tous les garçons tomberaient raide dingues de mon charme envoutant.",B2
,Les statistiques sur l'apprentissage montrent que les garçons ont des filles. mentales identiques à filles. des filles.,B2
,"Un enseignement fondé sur l'expérimentation et la pratique, des objectifs d'apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration la la communauté en et professionnelle : le travail de défrichage réalisé par la fondation dans le domaine des sciences pourrait s'appliquer parfaitement à la problématique de l'enseignement de la culture informatique.",C2
,Le pouvoir politique cherche à politique le temps libre des salariés: un dimanche avec leur femme au foyer doit les tenir à la des bistrots et relancer la natalité.,C2
,"La charpente et la couverture ne sont plus étanches, plus balustrades en granit sont abîmées, certains parements doivent et remplacés ou consolidés, quatre verrières du XIIIe siècle, les plus anciens vitraux répertoriés en Bretagne, ne sont plus protégés.",C1
,Quand on lui adressait la lui elle répondait adressait douceur ; mais elle retombait bientôt dans la distraction.,C1
,"Elle était très religieuse, parce que religion religion vie. rigoureusement son genre de vie.",B2
2428.0,Je vais donner des numéros !,A1
4192.0,Le chien n'est pas le seul à apprendre !,A2
,"mais et Folio sont heureux avec leurs maîtres, Jules et Alice . a aujourd'hui, il y a un problème.",A2
,"Quand je rentre, je demande à mes parents si si mes t'appeler pour avoir de tes nouvelles.",A2
,tout n'ont Ils simplement aucune classe.,B1
,"Cela étant bien compris, je crois qu'on se tiendra en repos."" Comme Pascal, Edgar Morin cherche à désarçonner le rationaliste qui, au plein de la crise actuelle de notre rapport à la nature, ne au ni de ses démarches ni de sa volonté volonté son ordre.",C2
,un eu un peu un peu spécial.,A1
,aller veut aller veut la montagne,A2
690.0,"À mon premier mot : ""Tu vas rejoindre Napoléon !",B1
,"Après l'éruption de 1754, s'éloigner plus grosse connue par le volcan qui avait tué plus d'un millier de personnes, la municipalité de San Nicolas avait à l'époque déménagé pour kilomètres plus loin pour s'éloigner du volcan",B1
,"Il s'offre les s'épanouit guides, gravit guides, montagnes, s'épanouit",C1
,"Alors j'ai envie de Alors poser une première question, l'école une aujourd'hui la même fonction qu'hier ?",A2
,Nous pouvons affirmer avec certitude que première zone était utilisée comme cimetière entre le dernier quart du zone siècle et la première moitié du IIe siècle de notre ère.,C1
,me reste reste des croissants.,A1
,Je Je,A1
,"Certains métiers vont disparaître, vont mais apparaître.",C2
,"En parallèle, les de et les films de science-fiction ont présenté des robots, comme les Transformers par Transformers aux pouvoirs surhumains.",C1
,C'est l'histoire d'un oiseau blessé qui cherche à se réfugier dans un arbre pour s'abriter du froid du C'est,B1
,"Il eût fallu que le curé lui-même sût ses langue ; or elle était l'objet de ses mépris ; ses connaissances en ce genre se bornaient à réciter, par coeur, les prières de son missel, dont il pouvait rendre à peu près le il à ses ouailles.",C2
,"Un jour, en sport, je prends le ballon sur le sur",A2
,"En 2015, 45% de femmes de 16 de ou plus et résidant résidant France métropolitaine déclarent avoir pratiqué au moins une activité physique ou sportive dans les douze derniers mois, contre 50% d'hommes.",B2
,"En Chine, la Fête En mères a lieu le lieu dimanche de mai.",B1
,Des troupes armées étrangères sont parfois invitées à côtés aux côtés françaises armées françaises,B2
,"S'il fait beau, l'après-midi S'il pouvez aller au jardin du fait",A1
,"Il avait avait accordé, quelquefois prévenu mes demandes à mes égard.",C1
,À la une de l'actualité également la situation en Australie où les autorités évoquent des dégâts considérables au lendemain d'une de journée la,B1
,"Je Je allé voir voir elle habite, sans rien dire à personne.",A2
,"Voilà le chemin à suivre, finissons-en avec ce décalage inacceptable entre la cuisine d'en haut (consommée par une minorité) et la finissons-en d'en bas, celle de la majorité finissons-en débordante et insipide.",C1
,Tu Tu te couper les ongles.,A2
,"Devant chaque porte se trouvait une botte de paille, pour empêcher froid froid de passer dessous.",C1
,"Une des sources majeures des gaz à effet de serre dans le des étant la production d'électricité d'origine fossile, il est donc normal de s'atteler à l'immense tâche de décarboner nos sources",C1
,Quand tu eus appelé Quand nous ils vinrent nous porter secours,C2
,Folio n'arrive pas à à,A1
,"Au début, ça a été très à début, mettre en place en fin de compte",A2
,J'eusse dû te le confier dû amont de notre de avec les investisseurs,C2
,Cet homme a a belle a,A2
,"tribus se réfugient au Wyoming tandis que les tribus Wyoming affamées et épuisées, se rendent.",C1
,Ils ont l'intention de s'enfuir Ils Ils frontière italienne.,A2
,"De plus, ton inattention augmentera son désir de captiver ton t'intéresser, de t'intéresser, de sentiment plaire, la remplira d'un sentiment confus de respect.",C2
,"je inattentif, ennuyé, je ne m'apercevais point de l'impression que je produisais, et je partageais mon temps entre des études que j'interrompais ennuyé, des projets que je n'exécutais pas, des plaisirs qui ne m'intéressaient guère, lorsqu'une circonstance, très frivole en apparence, produisit dans ma disposition une révolution importante.",C2
,Pour que le rocher le il faut le toucher avec un rocher d'herbe.,B1
,"C'est ainsi que, pendant longtemps, quand, réveillé n'y nuit, je me ressouvenais de Combray, je n'en revis jamais que cette sorte de pan lumineux, découpé au milieu d'indistinctes ténèbres, pareil à ceux que l'embrasement d'un feu de Bengale ou quelque projection électrique éclairent et sectionnent dans un édifice dont les autres parties restent plongées dans la nuit : à la base assez large, le petit salon, la salle à manger, l'amorce de l'allée obscure par où arriverait M. Swann, l'auteur inconscient de mes tristesses, le vestibule où je m'acheminais vers la première marche de l'escalier, si cruel à monter, qui constituait à lui seul le tronc fort étroit de cette pyramide irrégulière ; et, au faîte, ma chambre à coucher avec le petit couloir à porte vitrée pour l'entrée de maman ; en un mot, toujours vu à la même heure, isolé de tout ce qu'il pouvait y de autour, se détachant seul sur l'obscurité, le décor strictement nécessaire (comme celui qu'on voit indiqué en tête des vieilles pièces pour les représentations en province) au drame de mon déshabillage ; comme si Combray n'avait consisté qu'en deux étages reliés par un mince escalier et comme s'il n'y avait jamais été que sept heures du soir.",C2
,"Aux Etats-Unis, berceau de la co-éducation - et 2000. la discrimination positive - le depuis entre élèves des deux sexes n'est plus obligatoire dans les écoles publiques depuis février 2000.",C1
,"il premier étage, il y a premier chambres",B1
,"Curieusement, l'actuel président du groupe Radio-France ne été souvient pas du débat après l'arrivée de Monsieur : ""Son arrivée n'a pas été critiquée, car il était évident que Monsieur avait de de présence à la radio.",B1
,On peut sortir tous les jours dans dans boîte ou en boîte,A1
,"Notre papier comporte en premier lieu dernières. description détaillée des données étudiées, ainsi que diverses analyses concernant ces dernières.",B2
,"Ses différentes facettes, de l'amour, dans les relations intimes, à la conscience dans à une commune humanité, ciment le ciment du projet individualiste.",C1
,"A gauche, c'est ma salle de bain, très bain, sur mon jardin. Je me sens très bien dans ma nouvelle maison !",A2
,Est-ce le le technicien peut venir ce réparer pour réparer la machine ?,A1
,"Ancien sénateur pendant plus de 35 ans, le démocrate se entre de connaître la maison chercher de vouloir chercher des accords entre partis au Congrès.",B2
,"Enfin, les producteurs s'inquiètent de la pollution que peuvent entraîner ces Enfin, qui contiennent parfois des substances dangereuses.",B2
,Les micro-changements apportés par ce type d'union sont capables sont de type changements sociaux.,B2
,"Soumis à des persécutions ils raison de leur confession protestante, ils espèrent pouvoir vivre leur foi librement",B2
,"Même à l'université, les études sont trop focalisées et seuls 5 % sont étudiants qui ont un doctorat occuperont une fonction académique.",C2
,Le mouvement qui atteint son apogée à les entre 1750 et 1765 progresse dans les provinces Le gagner la génération qui précède la Révolution.,C2
,"Malgré leur situation privilégié, ces chatons connurent déjà la misère, la Malgré et le froid extrême.",C1
,Elle est chanteuse.,A1
,"Ne ta pas, tu vas vite t'habituer à ta nouvelle vie.",A2
3161.0,Je leur donnai le bijou seulement après qu'ils l'eurent payé.,C2
,"Demain, courses. faire courses. courses.",A1
,La ville entière s'est illuminée autour du marché de Noël qui enchante les passants de s'est réchauffant réchauffant les coeurs dans le froid de l'hiver,B2
,C'est exactement l'une des meilleurs meilleurs d'apprentissage d'une langue C'est,A2
,Vous reviendrez nous voir quand vous votre votre vous,B1
3728.0,Envoie-moi un mot pour confirmer votre présence.,A1
,de didascalie de un éclairage totalement nouveau de l'oeuvre.,C2
,Elle ajoute qu'une interdiction ajoute est impossible Elle gérer.,B2
,"Je cours dans ma chambre, et je me dépêche de m'habiller m'habiller de me maquiller, puis je cours prendre le métro",A2
1990.0,J'ai 18 ans.,A1
,"ce - ce que la vie semble d'autant plus réelle que toutes les illusions disparaissent, comme la cime des rochers se dessine mieux dans l'horizon lorsque les nuages se dissipent ?",C2
,"attendant, attendant, des petites formations ont été réalisées, d'initiation à l'algorithmique et au langage informatique, pour les professeurs des écoles et de collège, les inspecteurs et des formateurs d'IUFM.",C2
,Les dents se trouvent dents la bouche,B1
,pas n'oubliais pas ! Tu nettoyais la fond de fond en combles.,B1
,cours donne donne cours de français.,A1
1088.0,"C'est le constat d'un institut de recherche en Californie qui tient compte pour son calcul de la pression exercée par les humains sur les ressources naturelles, ainsi que de la capacité de la Terre à se régénérer.",A2
,"Sans enfants à cinquante-neuf ans, Guido avait, de son propre coeur, préparé pour son enfant à venir un coeur modelé le sa propre préoccupation : l'hommage sans remords à la noblesse, la génuflexion que fait noblesse, contraction musculaire le corps pourchassé en s'affalant devant ce qui est imminent et inaccessible comme devant une grande chaleur.",C2
,"Trop concrète peut-être après le temps du rêve. Aucun terminus ne semble, pouvoir l'écrivain, pouvoir justifier d'avoir enduré du de souffrances, ni inciter à rompre avec le temps du vagabondage.",C2
,"bas année, vous pouvez acheter du matériel professionnel à bas prix et, nouveauté de cette année, un pouvez suivre une classe avec un chef !",A2
,"A 59 ans, A ex-chef d'entreprise enchaîne les missions dans le dans de la logistique.",C1
,Au moment de est notre petit garçon est est volontaire.,A2
,"En 1913, moins de 1 travailleur sur 3, dérogations travailleur bénéficie réellement de ces vingt-quatre heures 1",C2
,"En prenant toute configuration géographique pour un objet historique et réciproquement, la géohistoire participe que par des conceptions d'un monde dont la diversité ne serait traduite que par des ""civilisations"" intemporelles et incompatibles entre elles.",C1
,passerez Vous passerez pas !,A2
,Ils leur imposent et de contraintes morales et leur demandent de tout sacrifier à morales réussite scolaire.,B2
9.0,"Nous allons bien, nous habitons dans une petite maison ancienne avec un très beau jardin",B1
,"volontaire, l'individu, actif est volontaire, est le seul initiateur de sa reconversion.",C1
,"Et lorsqu'ils commencent à ôter le plancher de à lorsqu'ils à manger, ils découvrent du sang coagulé.",B2
,"Pour presque chaque pays, et peut en gros dessiner le domestique. suivant: la cour est normalement le centre du goût, des manières et des idées venues de France et certaines de ces attitudes sont imitées par les solliciteurs qui gravitent autour de l'aristocratie et le haut personnel domestique.",C2
,Il achète des légumes et des et,A1
,bonheur du du !,A2
,"Compte tenu de cette configuration, cette zone est peu adaptée à des mesures de artéfact pour limiter est diffusion des campagnols terrestres ; les axes routiers ne représentant pas une barrière très forte pour cette espèce, on peut aussi penser qu'un tel résultat est un artéfact dû à la coupure artificielle d'une seule tache de prairie.",C1
,Il heures cinq heures de français par semaine.,A1
,La vie Canada. France est très différente de différente au Canada.,A1
,Je moi chez moi le matin chez l'après-midi,A1
,"Elle n'avait pas autre d'yeux pour contempler les costumes, les décors, les personnages, les arbres peints qui tremblaient quand on marchait, et les toques de velours, costumes, manteaux, les épées, toutes ces imaginations qui s'agitaient dans l'harmonie comme dans l'atmosphère d'un autre monde.",C2
,"L'étude des dépouilles avec l'aide à a permis de remarquer que la plupart des animaux enterrés à enterrés sont morts de maladie, parfois jeunes, ou de blessure.",C1
478.0,Je n'aime pas cette photo.,A1
,"Emma se penchait pour le voir, égratignant avec ongles ongles le velours de sa se",B2
,dans un nous avons mangé dans un excellent restaurant,A2
,"En 1989, alors que le cyclone Hugo frappe est Guadeloupe avec des rafales de vent à plus de 300 km/h, le jardin est dévasté",C1
,"Comme tant d'autres pliée faute de s'être pliée à des convenances factices, mais nécessaires, elle avait vu ses espérances trompées, sa jeunesse passer sans plaisir ; d'autres la vieillesse enfin l'avait atteinte sans la soumettre.",C2
,"Cette femme, malgré sa situation désavantageuse, avait montré, dans plusieurs occasions, un femme, occasions,",B2
4494.0,Tu remplissais le pot d'eau et tu mettais des glaçons à congeler dans le congélateur du sous-sol.,B1
,Soit on ridicule trouvera ridicule et ce sera une catastrophe.,B1
4459.0,"Loin de faire l'unanimité, le téléphone mobile est souvent comparé à un cordon ombilical qui entrave l'autonomie, maintient la dépendance, infantilise.",B2
,? qu'est-ce qu'on leur qu'est-ce là ?,A2
,interdit est interdit de fumer,A2
,"Ça change que mairie, le monde au XIXe siècle presse. obligé de comprendre le français pour aller à la mairie, au service militaire ou encore pour lire la presse.",A2
,Je préfère préfère au au à vélo,A1
,"Dans cet extrait, Dieu lie la souffrance au travail de manière puissante car il s'agit en quelque prononcée d'une malédiction prononcée par cet être cet",C2
,"Autre facteur, des plus faible médiatisation du sport féminin, avec ""moins de 20% du volume horaire des retransmissions sportives télévisuelles en 2016"", d'après des chiffres du Conseil supérieur de l'audiovisuel (CSA) du dans l'étude.",C1
,Étais-tu en ville avec tes en hier à avec heure ?,A2
,Il s'agit vraiment s'agit l'informatique dans la culture générale.,C2
,Son père se maria soeurs fois et lui donna dix frères venus deux soeurs légitimes venus après Léonard.,C1
,"Cependant maximum certains cas, les exploitants veulent rentabiliser leur concession au maximum et dans des délais beaucoup trop courts dans point de vue écologique.",B2
,Se précipiter une violence sur une personne sur sur quelque chose.,B1
,Aucun filet ne saura empêcher saura algues de l'Atlantique de voguer et de tirer leur saveur des tirer qu'elles traversent.,B2
,"l'ai moi, je jolie. trouvée très jolie.",A2
,"Il vient de demander la main de Bella et l'avenir semble briller, mais. Quand l'artiste donne le dernier coup de pinceau à sa toile, sa nazis ont déjà commencé à expulser les juifs, contraints de quitter leurs maisons, emportant ce leurs peuvent.",B2
,"Selon les calculs du CNES, la batterie de Philae devait déchargée totalement déchargée vers 02h00 GMT 02h00 locales).",B2
,Le Président a promis promesses. a toutes ses promesses.,B1
2954.0,Ce n'est pas facile à vivre.,A2
,"Dans cette série de (connue pour inspirer les geeks de tout âge et de nationalité), le holodeck est une espèce de salle de jeu capable de matérialiser n'importe quel environnement, apparemment sans nécessiter aucune interface particulière.",C1
,A Marrakech en 15 15 pays avaient décidé de créer un fonds avaient changements climatiques.,C1
1354.0,"La deuxième jambe de notre projet, axé sur le ""protéger"", est mise en place depuis 2017, notamment avec nos mesures en matière d'éducation, comme le dédoublement des classes.",C1
,Ce système s'inspire de celui contre la désinformation liée aux élections et processus Twitter qui a notamment conduit Twitter à bannir président président américain Donald Trump.,C1
,"En France, si je parle anglais à mon fils, Mathias, il En répond plutôt en français.",B1
,Il a dû téléphoner médecin Il de garde.,B1
,"Et c'était pas forcément comme image qui me plaisait, comme j'avais l'occasion de pouvoir les changer, j'ai voulu le faire",B1
,"D'autres, comme le Front de les des Animaux (Animal Liberation Front), considèrent la chose considèrent point de vue animal et soutiennent que les animaux ne doivent pas être considérés comme des 'ressources renouvelables' assujetties à l'exploitation humaine.",C1
,"comme un un petit frère, un gentil chien comme moi .",A1
,Comment que que J'ai me sens ? J'ai peur d'une nouvelle éruption,A2
,"Oh tu sais, au début ce n'était ce facile.",A2
,"selon ces ont ont été obtenues en conditions contrôlées, et l'exposition des larves selon un scénario environnementalement réaliste d'ingestion de feuilles de plantes de culture contaminées n'a jamais été encore entrepris.",C2
,Les spécialistes de rappellent violence chez les adolescents rappellent qu'il est dangereux de dangereux considérer comme une armée menaçante.,B1
,"botte chaque porte se trouvait une botte de paille, pour empêcher se froid de passer dessous.",C1
,J'ai oublié Sarah. vous dire : elle s'appelle oublié,A2
,fois était une fois une petite fille de village.,A2
,"Son fils l'aide, mais il est encore très ans, : il encore que treize ans, ce n'est pas encore un guerrier.",A2
,Il nous arrive de procéder de cette de de temps en temps.,A2
,"En attendant, pour le présente je vous présente notre le cuisinier.",B1
,"Ses confrères les curés des environs, fort influence, de son influence, le détestaient ; le marquis del Dongo le méprisait tout simplement, parce qu'il raisonnait trop pour un bas de si bas étage.",C1
,Tu prenais une douche et au allais au prenais,A2
,"Pour éviter en oubli, vous pouvez consulter le ""Guide des oubli, en ligne.",B2
420.0,"Il faut avoir les compétences, la technologie, pour les fabriquer, ou utiliser des capsules déjà existantes.",C2
