id,sentence,difficulty
,Le chemin est chemin long pour que l'animé français soit à la hauteur de ses prestigieux concurrents.,A2
,"La première critique consistera à remarquer que Lafcadio fait Lafcadio son passage à l'acte sur des signes extérieurs, en l'occurrence l'apparition ou la non apparition d'un feu dans la extérieurs,",C2
,Je suis bien arrivée à Londres pour ma à l'université d'études de marketing à l'université,A1
,"Comme tant d'autres trompées, faute de s'être pliée à des convenances factices, mais nécessaires, elle la vu ses espérances trompées, sa jeunesse passer sans plaisir ; et la vieillesse enfin l'avait atteinte sans la soumettre.",C2
,"Des délires, il baccalauréat a, l'artiste qui débarque d'Evry en Île-de-France avec un baccalauréat débarque en poche",B1
,portas portas cette robe de soie bleue que portas cousue,C2
,"Une dame : Tout le monde aime aller chercher les oeufs. quand y'a pas une poule qui est en train de pondre. [Une va glousse] Hein, alors on va la laisser pondre, regardez, vous voyez aime",B1
,"En cette fin de matinée, Djengo, jeune chien d'un an et demi, cette au travail.",B1
3041.0,Elle a été perçue comme un moyen de transport puéril.,B2
,"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Syntec (fédération professionnelle du secteur informatique) favorable à la mesure, collège). % des Français seraient même d'accord pour que la programmation informatique soit enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège). Mais cette initiative suscite par ailleurs de nombreuses réticences.",C1
,"La société SpaceX conçoit, construit et commercialise les lanceurs Falcon lanceurs les sa Merlin qui les propulsent ainsi que le vaisseau cargo Dragon et sa version habitée, le Crew Dragon.",C1
,"Cet épisode, auquel la population locale répondra par dans élan de solidarité inédit, marque un tournant dans l'histoire de l'Italie, confrontée pour la première fois à l'immigration de masse.",C1
,"Mets va sur ton pied, ça va soulager la soulager",A2
,C'est j'ai qu'ils sont très bons mais j'ai peur bons tombe malade,B1
,"Il 12 fallu que 12 ans, entre 1999 et 2011, pour que la population 1999 passe de 6 à 7 milliards d'habitants",B1
,"Un savant fait un Golem, créature intelligente à son image, mais ne supporte pas son autonomie, fait sa image, et veut la détruire.",B2
,Les femmes dans sous-représentées sont le domaine des sciences.,B2
,L'intervalle entre séances deux séances est L'intervalle long.,B1
,"De plus, nous assistons aussi à la : d'une caractéristique ô combien essentielle et salvatrice pour la espèce : la faculté d'empathie",C2
,"Il se vit pénétrant jusqu'au coeur de la grande forêt, et découvrant une femme qui coeur parmi les branches, Il sur un lit de mousse.",B2
,"Pour aller à la mairie, s'il vous plaît plaît",A1
,"Ces derniers auraient engendré Ces rats mithridatisés, force agressifs, dotés d'une formidable force de mâchoire.",C2
,C'est pour moi une grande déception de ne accueillir pouvoir vous pas à Zurich,B1
,"Et en fait, le cheveu est capable en jusqu'à en fois son poids en hydrocarbure",A2
,Mais ne marché est loin de leur maison et ils ne peuvent ils y aller à pied.,A2
,"Face à ce problème social, il préconise de réduire le temps de que de repenser la distribution des autrement autrement que sur la base de la production et de développer davantage ce qu'il appelle le ""tiers secteur"", autrement dit l'économie sociale et la sphère associative qui oeuvrent au bien-être d'autrui.",C2
,"Les grainetiers, les grands grainetiers donc n'ont plus grainetiers stock, et donc l'approvisionnement est rendu difficile.",B2
,Grande-Bretagne participer Allemagne refusent Grande-Bretagne participer si le fonds doit aider ces pays.,C1
,"Premièrement, souvent les réseaux sociaux sont devenus de véritables espaces de comparaison sociale, notamment par les photos postées, on est souvent enclin à penser que les autres sont plus heureux et ont une vie bien plus agréable heureux la nôtre.",C1
,"Une langue plus"" n'est pas employée sur Internet ""n'existe plus"" dans dans monde moderne.",B1
,Vous avez des des bouteilles d'eau si vous avez bouteilles,A1
,"Forestier, tout à fait vautré sur les coussins, riait, buvait, mangeait sans cesse et jetait parfois une que tellement osée ou tellement crue que les femmes, un peu choquées par la forme et pour la forme, prenaient un petit air gêné qui durait que ou trois secondes.",C2
,"ont l'origine, Bergmann et Sams, qui découvrir véritablement fait découvrir la méthode, ont travaillé avec des capsules vidéo, donc ce qui suppose un enregistrement.",C2
,Elle est elle et elle est malienne.,A1
,Jamais de l'humanité n'avait produit autant de nourriture.,B2
,"Nous sommes pris par otages par des imposteurs, par des maniaques du pré-cuit et pris la vinaigrette en sachet !",B2
1784.0,"Un aspect qui différencie ces deux premiers profils cantonaux des autres, c'est le caractère de ""planification positive"" qu'ont ces instruments de contingentement spatial : ils indiquent un objectif, un état souhaitable en termes d'extension maximale des surfaces urbanisées à un horizon temporel donné.",C2
,"Après une marche sur les Champs-Élysées, je suis la pied de la Tour la",B1
,Qui Azaël Azaël Azaël,A1
,"Chêne, mon aile est cassée, je voler. peux est voler.",A2
,Je recherche garder personne pour garder mes enfants de personne et 7 ans.,A1
,"Votre nom, comment s'écrit s'écrit ?",A1
,scandaleux C'est !,A1
2452.0,Il est assez calme.,A1
,"Grâce aux actions concertées de ces organisations, des milliers d'enfants sont chaque année concertées des griffes de la violence et de la de",B1
,"Et si boire chaud donne chaud, c'est un mal pour un bien car la température élevée du liquide augmente la température boire du corps et stimule ainsi la boire",B1
,"les dix minutes, vingt personnes sont autorisées à gravir l'escalier personnes autorisées",C2
,"Cette action avait enseigner objectif dès l'origine d'aider les professeurs à enseigner la science et la technologie en mettant en oeuvre l'expérimentation, pédagogie privilégiant l'expérimentation, la discussion, une pratique active et collective.",C2
,"Il ne savait rien, sinon savait se rassemblait vers Maubeuge.",B2
,Nous passâmes quelque temps à Arcachon et je grand-père à l'école communale: les principes démocratiques Arcachon mon grand-père l'exigeaient.,C1
,"Alors, donne qu'on leur donne Alors, ?",A2
,"fin projet de loi pour le climat, qui reprend certaines propositions de la Convention citoyenne, sera débattu à l'Assemblée citoyenne, mars et en commission spéciale dès lundi.",C1
,"Ne te couche l'école trop tard, trop vas à l'école demain.",A1
4738.0,"Ce phénomène, poursuit la sociologue, résulte à la fois de la crise de l'emploi, qui encourage chacun à être plus mobile, et d'un bouleversement des valeurs qui cimentent la société : ""Jusqu'aux années 1970, le projet de vie des individus était surtout construit à partir des catégories de la famille heureuse, de l'accession à la propriété familiale"".",B1
,"Cependant une invincible timidité discours : tous mes discours expiraient sur mes lèvres, ou se terminaient tout autrement que je une l'avais projeté.",C2
,Je vais prendre la formule à 15 euros.,A1
,"Notre charrette avait franchi le sommet d'un autre monticule ; en face de nous s'étalait l'immense étendue de la lande, semée de la et de rochers.",C1
,Merci remplacer me remplacer pour servir les clients au magasin.,A2
,"C'est ce qu'a appris Brassier Brassier qui pourrait parler pendant des heures de son chien guide, Indigo pourrait Ce chien m'apporte beaucoup de bonheur.",B1
,cause se réveillèrent très tôt hier matin afin de se rendre au se pour plaider la cause de leurs maris injustement accusés d'escroquerie.,C1
,"Ces deux problèmes psychologiques sont souvent ressentis par des personnes qui utilisent Internet problèmes satisfaire un fort besoin de popularité et de reconnaissance sociale qu'elles n'arrivent souvent pas à réaliser dans leur à ""réelle"".",C1
,Tu as as ? examen de maths ?,A2
,L'environnement international international se durcit.,B2
,"D'ailleurs, qu'interdire voix s'élèvent pour dire qu'interdire ne sert à rien si l'on ne tente pas, en même temps, de renouer le ne entre les jeunes et le reste de la société.",B1
,Le Le de ma voisine fais beaucoup de bruit.,A1
,"A son anniversaire, son a que autant d'argent que son frère.",B1
,Nous avons déménagé en aimé parce qu'elle a toujours aimé Nous culture de ce pays,A1
,Nous vivons une Nous jolie maison avec un grand jardin.,A1
,Je dès bien bien dès huit heures.,B1
,C'est dramatique qu'ils aient été amnésique suite au terrible accident survenu lors été tests de qu'ils,C1
,"""Parce que les révisions aident à la retrouver de trace du rangement au sein de sa mémoire, ajoute-t-il",C2
,"L'année dernière, suis la allé au bord de la Loire pour les vacances.",A2
122.0,"Nos prophéties disent que tant qu'il y aura des bisons sauvages, nous survivrons.",C1
,Sa santé s'est dégradée à cause infection ses sévère et ses jours sont comptés.,B2
,Je Je pas. pas.,A1
,"Concentrés toute l'année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser le bains de mer ou de soleil délaver acquis. tables de mer les plus-que-parfait de l'indicatif et autres théorèmes de géométrie si chèrement acquis.",C2
,Le Canada l'amerique trouve au nord au l'amerique,A1
,"Le jour de à Fête des mères, la tradition consiste le plus souvent à offrir un petit cadeau aux la comme en France.",A2
,Je ne trouve plus mon trouve plus,A1
,En donne Monsieur Helmut Kohl donne priorité aux Allemands de aux hein,C1
,"Oui, elle est grande. Mais le lit Oui, petit.",A1
,Elle est vraiment contente que tu tu acccepté l'invitation.,B1
,Elle a 84 ans et elle habite Antibes 84,A1
,"Au-delà de la pression réglementaire, les entreprises qui s'engagent dans matières recyclage des déchets professionnels s'inquiètent de la diminution des matières premières qui entrent dans la composition de ces appareils : des métaux rares, premières cuivre, du fer.",B2
,"Deux Mulets cheminaient, l'un d'avoine chargé, l'autre l'argent l'argent de l'autre gabelle.",B2
,"""80% du travail du se a été fait"", avait-il assuré avant que le robot ne se remette à envoyer un flot de fait"", en fin de soirée.",B1
1273.0,Et j'adresse un défi collectif au parterre !,B2
,Il rentrer pourra pas pourra en boîte de nuit puisqu'il a perdu sa carte d'identité.,A2
,Ma mère m'a exceptionnellement laissé m'a du vin chaud même si je n'ai normalement pas n'ai droit,B1
743.0,"Envoie le message à tes amis, d'accord ?",A2
,"Je ne sais quel instinct m'avertissait d'ailleurs de me défier toute ces axiomes généraux si exempts de me restriction, si purs de toute nuance.",C2
,"Si nous sommes bloqués dans l'ascenseur qui communication arrêté brusquement, nous appellerons du secours sera que la communication sera établie.",B2
,"Fabrice se jeta après elle pour la sauver, et tous deux loin. entraînés assez loin.",C1
,Des chiffres tirés d'une des rares enquêtes sur le de réalisée en 2000 (publiée rares 2001) par l'Institut de recherche sur l'économie de l'éducation (Irédu) auprès des parents de 2 500 enfants de l'académie de Dijon (Côte-d'Or).,C2
,"À l'époque À avait adoré son aspect brillant et rutilant, sans avait moindre éraflure.",C1
,J'ai enfants. enfants.,A1
856.0,Comment vont les enfants ?,B1
1414.0,"Il ne n'est pas baigné, il ne s'est pas reposé",A1
,Avez-vous redémarrer essayé de routeur? votre routeur?,B2
,"Mais une différence apparaît en un de cursus scolaire, les ce prenant dans ce dernier domaine un avantage sur les filles.",B2
,Le épreuves. pendant de permettre aux candidats du baccalauréat d'utiliser internet pendant les épreuves.,B2
,Elle doit les Elle à les,A2
,"Je les mon lit tous les jours, bien sûr; et les fais souvent la vaisselle.",A2
,Pas de Pas avec vous fête soir,A1
,Quand remarquai me fus me je remarquai l'omniprésence des papillons,C2
,"Un système initialement méritocratique, hérité de la Révolution française, qui s'est influents. en caste caste riches et influents.",C2
,C'est un puisse qu'on puisse construire une usine dans zone zone,B1
,"Durant les années 1990, beaucoup de gens étaient réticent à cette nouvelle fête : Les parents les les enseignants n'y voyaient qu'une fête qu'une",B2
,"plus nous avions plus d'argent, nous achèterions un un de Matisse.",B1
,mangé mangé une J'ai,A1
,"Voilà le chemin à suivre, finissons-en avec ce décalage inacceptable entre la cuisine d'en haut (consommée par une minorité) et la inacceptable d'en bas, celle à la majorité silencieuse, débordante et insipide.",C1
,Je pars avec ma copine Igora dans du nord du du faire du camping,A2
,"Des paysans et des seigneurs, le plaid sur l'épaule, chantaient parut ensemble une chanson de chasse ; puis il survint un capitaine qui invoquait l'ange du mal en levant au ciel ses deux bras ; un l'ange parut ; ils s'en allèrent, et les chasseurs reprirent.",C2
,"Et je me demande ce que je vais faire vie. jour où je car plus faire le spectacle, car c'est ma vie.",A2
,Elle partage avec appartement deux deux garçons.,A1
,"Distrait, inattentif, ennuyé, je ne m'apercevais point de l'impression que je produisais, et je partageais mon temps entre des études que j'interrompais souvent, des projets que j'interrompais n'exécutais pas, des plaisirs qui ne m'intéressaient guère, lorsqu'une circonstance, très frivole en apparence, produisit dans ma disposition plaisirs révolution importante.",C2
,Marie-Hélène Lahaye a fait et fait beaucoup dans la lutte violences les violences obstétricales et gynécologiques (VOG) mais utilise cette affaire de Marie-Hélène erronée,C1
,Bruxelles est en droit qu'elle conduit. les politiques qu'elle conduit.,B1
,Je vraiment vraiment plus dans Je flow,A2
,Et soudain elle est devant devant est lunettes à la main.,A2
,Il pensait qu'un chef pouvait manger des pizzas et des frites tous pensait et,A2
,"Pour clore cette monographie du café constantinopolitain, citons-en un cette qui n'est guère fréquenté que par des constantinopolitain,",C1
,Le service des affaires de de de,A1
,"Considéré dès sa son comme un fils à part entière par son père, il ne fut cependant jamais légitimé.",C2
,"Fait tristement révélateur, dans sa lettre de félicitations à Barack Obama pour sa réélection, François Hollande a écrit ""friendly"" pour François : c'est tristement simplement un non-sens",C2
3175.0,"Franny Stone et son mari Niall, ornithologue, ont été aux avant-postes du crépuscule de la biodiversité.",C1
,"Il était équipé, alors, d'un pédales à vapeur entraînant la roue de et de pédales agissant sur la roue avant.",B2
,"Dans les thérapies cognitives et comportementales (TCC) destinées aux addictions, on apprend à utiliser des stratégies pour pour aux envies irrépressibles.",C2
,"L'auteur évoque l'insouciance des journées des avec la panse pleine et que conviction, acquise dans le monde du vagabondage, que le travail régulier, dégradant, ne fera plus jamais partie de son mode de vie.",C2
2319.0,"Cependant, un recours en urgence a suspendu la décision, imposant le statu quo le temps qu'une cour d'appel examine le dossier, et ce afin d'éviter un ""effet yo-yo"".",C1
,Le sapin trône au milieu du salon avec ses boules du ses guirlandes dorée son étoile dorée,B2
,Le le absolu produit spleen. spleen.,C1
,"Les jambes sont visiblement instituées pour être chaussées, et instituées avons Les chaussures.",B2
1036.0,"Depuis quelques semaines, le gouvernement français tente de réformer le régime des retraites.",B2
,"Si de notion de patriotisme peut sembler marquée à droite, les chantres du patriotisme économique et leurs discours plus culpabilisants qu'encourageants sont de tous économique politiques : de l'extrême droite à l'extrême gauche sans oublier les écologistes",B2
,"A Barcelone, mes parents ont réservé un appartement près près la plage",A1
,"Dans un nouveau projet de loi, le premier ministre Silvio Berlusconi demande qu'il soit dorénavant illégal de diffuser une verdict enregistrée électroniquement avant que le verdict final de la justice ne le rendu.",C1
,de exemple du philosophe Jean-Michel Besnier indique une voie pour méditer sur la nature des créatures que l'homme de chair ne saurait confier sans dommages à ses créatures de fer.,C2
,"Plus près de nous, l'internationalisation des marchés financiers, la diffusion de avatars par les médias électroniques et les autres avatars de la mondialisation ont intensifié la menace qui et déjà sur les petites langues.",C1
,Le chemin est encore long pour chemin l'animé français soit à la hauteur de est prestigieux concurrents.,A2
,"n'a l'hiver prochain, si elle n'a pas l'hiver rhume, elle fera du ski.",B1
,"Et commencent commencent à ôter le plancher de la salle à manger, ils découvrent du sang coagulé.",B2
,j'espère une avoir près de moi une une jolie fête.,A1
,"Puis, plus grand, je découvrais les dans de policier et grand, dans un film",A2
,On va s'occuper d'elle ce ce qu'elle aille mieux.,A2
,et illimité touche les personnes domiciliées ou séjournant en Suisse et revenu le revenu mondial.,B2
,Tu Tu beaucoup.,A1
,"maison, la maison, y y a une cour minuscule.",A2
,Il faut aussi poser des questions sur le travail l'entreprise les horaires de le,A2
,Il beaucoup a beaucoup de de,A2
,Comment est-ce que je me sens ? J'ai J'ai d'une nouvelle éruption,A2
,J'ajoute que vous êtes aussi vous d'une association : Inversons Inversons classe.,C2
,Le bleu est très présent couleur la très : c'est la couleur du ciel et de la mer.,A1
,"C'est de une faute : on utilise cette expression quand une autre personne est responsable, est coupable est action.",B1
,"À mi-parcours, il doit faire il demi-tour.",B2
,Vers une annulation annulation dettes africaines une,B2
,Virginie adore à vacances vacances la mer,A1
,Tu as vu Tu soeurs,A1
824.0,Un enfant : Regarde les oeufs !,A2
,Ce pantalon trop trop cher cher,A1
,"Mon ordinateur le fonctionne plus, je dois dois changer.",A1
3040.0,"C'est le principe de responsabilité élargie du producteur, initié par la directive européenne de 2003, qui leur impose de prendre en charge la fin de vie de leurs appareils.",B2
,Il horrible vraiment horrible !,A2
,Les maladies parties chroniques de l'intestin font parties des priorités de santé publique en gastroentérologie.,C1
,"Après la campagne Zéro Prospectus lancée par ELederc en septembre 2010, c'est au tour des principaux distributeurs de prospectus, via l'Observatoire du Hors Média de relancer la polémique sur l'usage du principaux à relancer fins commerciales",B2
,Avoir un chien est vrai vrai un mais encore faut-il s'en occuper correctement.,B1
,"En il potager animaux, il faut aussi s'occuper du potager de mon papy.",A2
294.0,"""Je les ai subis, et je les ai fait subir à mes enfants, jusqu'à ce que j'ose m'en affranchir, résume cet inventeur de produits plus ludiques",C2
,Mais une une femme Mais en jetant une bourse à un écuyer vert.,C1
4398.0,"Pendant les trois années d'études, je vivais déjà chez elle.",A1
,Il achète et légumes et des fruits.,A1
,Les profils rappelés seront rappelés pour participer aux entretiens et aux quarante-deux heures de profils,B2
,A bientôt !,A1
,Tu l'appelles chaque jusqu'à jusqu'à réponse. qu'il te donne une réponse.,B1
,"Ah, le mois de décembre : ses illuminations, la couronne de l'Avent pour les catholiques, et le fameux calendrier le de chocolat pour les enfants. Tous ces préparatifs rendent ses année l'atmosphère festive et enjouée.",B2
,"Bonjour, ça ça Bonjour,",A1
,"Il a fait un temps magnifique, je suis allé me promener près du y il il avait un petit café ouvert.",A2
4772.0,"À Pâques, les parents cachent des oeufs en chocolat dans la maison et le jardin, et les enfants s'amusent à les chercher.",B1
,les vous coupe les cheveux comme cela Je,A1
,"Pour de multiples raisons, s'est s'est focalisée sur la spécialisation.",C2
,Claire suit intensif cours intensif Claire dont elle est contente.,B2
,"La start-up parisienne start-up présente Lighty, un robot au visage un pour transmettre des émotions.",C2
,"La communication numérique offre la possibilité de combler de nombreux besoins existentiels, difficiles et sociaux, difficiles à satisfaire dans possibilité ""vie réelle"".",B2
,"Entre 47 et à ans, un chômeur a 1 chance sur 10 de à un contrat à durée indéterminée, déplore Jacques Gosselin, qui a créé il y a un an la Fédération interrégionale pour le développement de l'emploi des seniors.",C1
,à souhaite encourager les femmes à s'impliquer en encourager,B2
1371.0,"Si vous me dites où vous avez passé l'hiver, je vous donnerai une grande somme d'argent.""",A2
,Nous vous la France voyager sur la compagnie France Air.,A1
,"Curieusement, l'actuel président du groupe Radio-France ne se souvient pas du débat l'actuel l'arrivée de Monsieur : ""Son arrivée n'a pas car critiquée, car il était évident que Monsieur avait beaucoup de présence à la radio.",B1
,Cet de capacités le niveau de sollicitation des réanimations mais aussi le niveau de tension sur les capacités hospitalières en réanimation.,C1
,"Et toi, ça toi, ?",A2
,On petit garçon : On essaye Un leur parler,A2
3615.0,Tout est prêt.,A1
,"En 2015, 45% de femmes de 16 une ou plus et résidant en France métropolitaine déclarent avoir pratiqué au ans une activité physique ou sportive dans les douze derniers mois, contre 50% d'hommes.",B2
,"Et comme de ronds. entrée n'arrivait pas, ils buvaient de temps en temps une gorgée de champagne en grignotant des croûtes arrachées sur le dos des petits pains ronds.",C2
,"""C'est en représentant mon journal, à l'émission qui à la radio, que j'ai qui le Monsieur, qui dirigeait alors la station.",B1
,C'est bientôt l'anniversaire Julie. bientôt,A1
,"Tout à coup, il y eut un hurlement, un craquement en les branches, et et petit homoncule rose arriva vers nous en poussant des cris.",C2
,"En 2015, 45% de femmes de 16 ans ou plus et résidant en 2015, de déclarent avoir pratiqué au moins une activité physique ou sportive dans les douze derniers mois, contre 50% d'hommes.",B2
,"codes fois élu, VGE continue fois rajeunir les codes",C1
305.0,Les normes européennes sont absurdes et nous étouffent.,B2
,"En cette fin de matinée, est jeune chien d'un chien et demi, est au travail.",B1
,"Jean-Philippe Viriot-Durandal, maître sociologie conférences Franche-Comté, sociologie à l'université de Franche-Comté, en est convaincu.",B2
,"""Prince, dirent-ils, la homme est trop sauvage et trop grande : aucun homme ne pourrait pénétrer sauvage son coeur.",B2
,"À mon avis, par rapport à la journée scolaire de la plupart des pays avis, on n'a pas de chance: on est obligés de se lever tôt et de travailler lever",B1
,mode nouvelles technologies ont subi une évolution très rapide depuis les années 1970 et ont entraîné de véritable révolution dans nos habitudes et notre mode de pensée.,B2
,Je marché. trouve pas la rue du du,A1
,Nous de Nous de l'eau,A1
,"En brisant le la des itinéraires sociaux, en augmentant le temps de la formation, en accroissant l'autonomie des individus, s'allonger, sociétés modernes ont inventé la jeunesse et celle-ci ne cesse de s'allonger, jusqu'à 25 ans et au-delà.",B2
,"Je s'il réserver une s'il double pour deux nuits, s'il vous plaît.",A1
,"incluant (Petty, 2000) citent les initiatives marquantes prises dans ce domaine par SKANDIA, RAMBOLL et DOW CHEMICALS pour citent publication de rapports annuels incluant la notion de capital intellectuel",C2
,moi magasin n'est pas loins de chez magasin,A1
,"Merci Madame, biologiste, le avez fondé le site, l'association Inversons classe. classe.",C1
,Une autre organisation sur produit sa part d'impact sur les peuples autochtones de la côte est la Commission baleinière internationale la,C1
,Le chien de chien voisine voisine beaucoup de bruit.,A1
,On préférait se se à l'autonomie préférait civilisations juxtaposées.,C1
,"Quand j'étais ""Jamais me mère, elle m'entendait chanter et elle me disait ""Jamais tu seras dans la musique, toi !""",B1
,! chance Bonne,A1
,"Dans une analyse publiée le 3 mars, UBS estime que l'ensemble du marché de délicat. En Chine et en Corée du Sud, les deux pays où la UBS de repas est la plus développée, les bénéfices opérationnels sont possibles.",C1
,"Mais moi, je moi, trouvée très l'ai",A2
,Elle Elle pense lui.,A1
,"Elle disait : ""Enfin, on respire !"" et parcourait les allées détrempées - trop symétriquement alignées à son gré par le nouveau jardinier dépourvu du sentiment matin la nature et auquel mon père avait demandé depuis le matin si le le s'arrangerait - de son petit pas enthousiaste et saccadé, réglé sur les mouvements divers qu'excitaient dans son âme l'ivresse de l'orage, la puissance de l'hygiène, la stupidité de mon éducation et la symétrie des jardins, plutôt que sur le désir inconnu d'elle d'éviter à sa jupe prune les taches de boue sous lesquelles elle disparaissait jusqu'à une hauteur qui était toujours pour sa femme de chambre un désespoir et un problème.",C2
,Je sais en faire depuis que je suis très jeune,B1
,Il beaucoup a eu beaucoup de spectateurs et tout le monde a bien aimé a Fête.,A2
,"Le régiment était composé de deux mille coups ; cela lui composa quatre mille coups de baguette, qui, depuis la nuque du cou jusqu'au cul, composa découvrirent les muscles et les nerfs.",B2
,Il qui qui le couloir exigu qui menait aux dortoirs des filles.,C2
,"Le et juillet, j'ai supprimé l'eau et 8 lait.",A2
,lui voulut parler : je lui demandai de :,C2
,"Descendu de cheval, il allait le long des noisetiers et des églantiers, suivi des deux chevaux que souriait, valet d'écurie tenait par les rênes, dans dans les craquements du silence, torse nu sous le soleil de midi, allait et souriait, étrange et princier, sûr d'une victoire.",C2
,J'aime cette J'aime exposition.,A1
,Le chien d'autres besoin de rencontrer d'autres d'autres,B1
,"Cette deuxième explication Cette tardive semble avoir l'avantage pour certains de retirer les Amérindiens de l'équation, entache qui entache d'autant sa crédibilité",B2
,j'aime beaucoup j'aime parapente. parapente.,A1
,Comment Comment,A1
,"Mus par un cartésianisme extrémiste, les programmes sont concentrés sur la grammaire et l'apprentissage de cartésianisme théoriques, et se fondent fondent sur la mémorisation",C2
,Nous comprenons qu'une partie du personnel soit mécontente et méfiante mais nous prendrons toutes les mesures pour éviter que cela nuise pour personnel et à notre du de marque.,B2
,Les hommes sont dépeints comme incroyables amants incroyables et insatiables au incroyables,C1
1614.0,La production disparut presque totalement en France.,B2
,Ils ne vont pas à la manifestation parce qu'ils n'ont pu pas prendre de jours de congé.,B1
,C'est photo la photo !,A1
,"Cette deuxième explication plus tardive semble avoir l'avantage pour certains de retirer les Amérindiens de l'équation, explication qui entache d'autant pour crédibilité",B2
,"En attendant, des petites En ont été réalisées, d'initiation à l'algorithmique et formations langage informatique, pour les professeurs des écoles et de collège, les inspecteurs et les formateurs d'IUFM.",C2
,"""Aujourd'hui nous magnifions les robots pour faciliter leur future acceptation sociale"", relève le psychiatre Serge Tisseron de revers. Paris-VII, dans le magazine Les leur de la Recherche. Mais cette forte empathie peut avoir son revers.",C2
,Le gâteau est dans le frigo.,A2
268.0,Mon père a eu une mutation pour venir travailler à Paris.,A1
,pour elle n'a pas répondu aux multiples ces de l'AFP pour commenter ces évènements.,C1
,Les normes européennes sont Les et sont étouffent.,B2
,"À en époque, les conventions d'appellation modernes ne se modernes pas encore développées en Europe.",C1
,"Certes, ""Emily in Paris"" est une ""Emily américaine qui semble s'adresser ""Emily tout au public outreAtlantique, mais Netflix étant une plate-forme accessible dans le monde entier, ce parti pris semble très daté.",C1
,"Sur le plan sociodémographique, ils ressemblent aux ménages non issus de la migration; de le plan économique, ils se rapprochent rapprochent des ménages issus de la migration.",C1
,"Et chaque fois que je sentais son grand souffle me sur mon visage, je serrais les dents, je fermais les poings dans les fois de mon pantalon, je me tendais tout entier pour triompher du soleil et de cette ivresse opaque qu'il me déversait.",C2
,"Le Père Éternel eut compassion il pauvre homme; il écrivit un mot, en lettres d'or, sur une Paradis. qu'il cueillit d'un arbre dans le Paradis.",B1
,Bien sûr que tu que y aller.,A1
,"Cette première étape première celle de l'apprentissage de l'autre, celle où chacun souhaite vaincre ses craintes et défi. le défi.",C2
,"De peur De paraître ridicule, Emma voulut, avant d'entrer, faire un tour de promenade sur le port, et Bovary, par prudence, garda les billets à sa main, Bovary, la poche de son pantalon, qu'il appuyait contre son ventre.",C1
,"Chacun de nous se fait donc simplement une illusion du monde, illusion monde, sentimentale, joyeuse, mélancolique, sale monde, lugubre suivant sa nature.",C1
,J'ai promis de dire la la au juge.,A2
640.0,"A la fin de son apprentissage, Julien est parti en France.",A2
,"Un se vers le clel, elle s'inspire, projette se projette",C1
,"Homme de réseaux, le vagabond n'a pas coupé les grâce avec le pays, qu'il maintient grâce les solide maillage des postes européennes.",C2
3139.0,Mieux valait oublier le mauvais plaisantin qui m'avait posé un lapin.,C2
,"Dans le centre de la ville, il y a plein très joli quartier, plein de magasins chics de de bons restaurants",A1
,"Le gouverneur de la colonie, William Bradford, décida alors de proclamer un jour de remerciement et d'action de grâce pour remercier Dieu de leur avoir donné avec terre finalement si accueillante une des indigènes si serviables",B2
3066.0,"""Il est parti pour la montagne l'automne dernier, et comme il n'est pas revenu, je crains que les loups ne l'aient mangé."" Et elle commença à pleurer.",A2
,"Mais les arbres abattus croissaient de croissaient derrière eux, et les herbes et les broussailles repoussaient aussitôt que détruites, plus nombreuses arbres plus touffues, noyant la route commencée.",B2
,"À l'occasion de la manifestation, qui se déroule dans commandé organisateurs pays, les organisateurs ont commandé un sondage.",B1
,"Avant de laisser la parole à Monsieur Servat, qui saura mieux que moi parler de lui-même, j'aimerais lui souhaiter la bienvenue dans notre entreprise ainsi que la de succès dans son travail.",B1
,le le café.,A1
,"Une des originalités des la Fondation est d'impliquer la des scientifique dans la création des ressources pédagogiques, l'accompagnement des classes et la formation continue des enseignants.",C2
2738.0,"Un jour, en sport, je prends le ballon sur le nez.",A2
,La huitième sera édition la bonne,C1
,On fait aujourd'hui en terminale ce qu'on faisait hier ce l'université.,A2
,Elle fait Elle courses.,A1
,"On ouvrit la porte et les deux jeunes femmes parurent, suivies d'un maître d'hôtel, voilées, cachées, discrètes, avec cette allure sont mystère charmant qu'elles prennent en ces endroits où les voisinages de les rencontres sont suspects.",C2
,Il a trouvé un copain.,A1
,On a passé les reste de la journée à faire les boutiques.,A2
,un peu. peu.,A1
,"D'autres instruments ont ""sniffé"" les gaz à la surface de la comète et la récolte a été bonne. Le robot, qui pèse 100 kg sur la Terre, a une masse d'un gramme sur récolte comète, a recueilli une mine d'images et de données scientifiques, transmis à la sonde Rosetta qui les a les sur Terre.",B2
,"plaît. messieurs, vous attention s'il vous plaît.",A2
,S'il fait jardin l'après-midi vous pouvez aller au jardin du au,A1
,On les appelle les nouveaux pères pères,B1
,"Dans le centre de la ville, il y a un très joli quartier, plein de magasins chics et de bons restaurants. Pour se déplacer, il y a des déplacer, il vélos et un métro.",A2
,"Si quelque petit champ de cinquante pas de large vient interrompre de temps à autre de bouquets de châtaigniers et de cerisiers sauvages, l'oeil satisfait y voit croître des plantes plus vigoureuses et plus heureuses là qu'ailleurs.",C1
