id,sentence,difficulty
,Je vais aux aux tarte aux fraises.,A1
,Son retour fut moins prompt que Son l'espérait le retour de P ***.,C2
,"Sur une sorte de cette deux futailles de vin posaient, car c'était pour fêter la surprise cette petit convoi républicain que Charette avait accordé cette débauche à son armée.",C2
,en mère Ma en France.,B1
,Mais si on on pas les moyens n'a le faire on le fera pas.,A2
2990.0,"J'adore ma grand-mère, elle est très gentille",A1
,Mais je pense qu'il m'aide m'aide,A2
4346.0,Je me demande si les fourmis dorment.,A2
,"klezmer, vous l'entendez, ce violon qui joue du klezmer, la musique vous des juifs itinérants ?",B2
,"Le réseau social américain veut ""réduire la va d'informations potentiellement dangereuses ou trompeuses"", et va mettre en place un système d'avertissement pour ses d'avertissement",B2
195.0,Je viens d'emménager dans ma nouvelle maison,A2
,Un rêve Un d'enfant,A1
,"Force est de constater que l'écart se creuse entre les pays en développement qui, progressivement, sortent de la pénurie chronique, creuse ceux qui pénurie ou régressent dans leur combat contre la faim.",C1
,"être être naturalisé, il il constituer un dossier et remplir certaines conditions.",B2
,"Dans son livre Guide de survie pour écrans aux écrans (2015), le psychiatre les Tisseron déconseille plus particulièrement les écrans avant le coucher.",C1
,"Il existera au sûr des moyens détournés de tricher, mais l'accent sera mis sur moyens dissuasion, à la manière des contrôles antidopage, l'autre condition étant évidemment d'imaginer des sujets qui ne se prêtent pas au copier-coller.",B2
,"Voulez-vous me prêter, Voulez-vous votre chapeau chapeau",B1
,côté frère est à côté,A1
2122.0,"Par fortes chaleurs, il est tentant de se découvrir. Une fausse bonne idée, car la peau est alors exposée à la brûlure du soleil.",B2
,Il est Il comme une comme,B1
,ça va comme va ça,A1
,"Il est devenu courant de déplorer que la France ait 4 la place de championne d'Europe des prélèvements obligatoires, expression qui englobe les impôts d'État, les impôts locaux, les taxes et les cotisations sociales : la part du Produit intérieur brut (PIB) que les autorités prélèvent sur la richesse nationale a atteint sur 4 %, alors que la moyenne d'Europe est à 40, 2 %.",C2
,"Entre-temps, cette inflation a dopé les interactions et donné une place nouvelle à l'Europe vis-à-vis des donné ensembles sociaux cette l'Ancien Monde.",C1
,"Elle se caractérise par par fébricule, des courbatures, des postérieures cervicales postérieures et parfois un purpura du voile du palais.",C2
,C'est en Italie que les deux mots sont le Italie souvent sont,A2
,"Après, je vais dans la café et bois bois mon café",A1
,"Car depuis ce dimanche, l'utilisation des sacs en plastique fins est interdite dans tout l'État de New York dans peine d'une amende depuis 250 dollars",B1
4069.0,"Oui, c'est une bonne idée, dit-elle et elle descendit de l'échafaudage.",B1
,"En ces temps où un virus de nos existences, déjoue nos projets, crée partout un naturelles. d'incertitude, le hasard a voulu que je trouve quelque lumière dans les pages de Pascal sur la ""disproportion de l'homme"" (Pensées, Brunschvicg, 72), ce texte que chacun a lu une fois dans sa jeunesse, jamais médité depuis : ""Voilà où nous mènent les connaissances naturelles.",C2
,Ces molécules organiques pouvaient être récoltées grâce à l'échantillon au à (qui devait ensuite être réchauffé avant avant pouvoir être analysé) mais pas seulement.,B2
,ça ça va ça,A1
,Un mode de habituellement dont dont sont habituellement privés dans un enseignement transmissif.,C2
,"Tout d'abord, pourquoi ne pas considérer le travail comme une son contrainte puisque dès son origine, cette pourquoi est désignée comme telle",C2
,"Plus on prend du plaisir, prend progresse progresse rapidement et durablement.",B1
,Je vous saurais gré de dans vouloir me donner brefs réponse dans les plus brefs délais,C2
,"Ce parle lui décrit sa des dans les contrées du sud, il lui parle des coutumes, des traditions de son peuple.",B2
,"Quand les couches-culottes usagées des maisons de des arrivent ici, elles usagées jetées dans cette machine.",B2
,"Moi-même, je suis séduit maintenir la coincidentia oppositorum, la la de maintenir ensemble les contraires.",C2
,"En plus d'une formation aux langages langages purs, Sayna impose d'une l'apprentissage d'une toute autre forme de code.",B2
,"En 2015, des sources publiques révèlent que SpaceX simulation ses propres logiciels de publiques de dynamique des fluides afin d'améliorer leur capacité de simulation, d'évaluation et de conception des moteurs de fusée.",C1
,du petit du napalm au petit matin.,B2
,"les personnes minutes, vingt personnes sont autorisées à l'escalier l'escalier en colimaçon",C2
,"Pour clore cette monographie du café constantinopolitain, citons-en Pour autre qui n'est guère fréquenté par par des matelots.",C1
,"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la la pour stade ou encore au théâtre, parce que la ville est très grande",A1
,"Je Je quelques heures à ses pieds, me proclamant le plus heureux des hommes, lui heureux mille assurances de tendresse, de dévouement et de respect éternel.",C2
,"Nous avons interrogé en Belgique trente couples mixtes, deux composés Nous deux personnes de nationalités différentes.",B2
,Comment Comment aujourd'hui ?,A1
,Essayez maintenant d'identifier les mots de vocabulaire dans l'histoire en mots à nouveau.,B1
476.0,Mais la société a évolué et si l'école ne le fait pas il y aura de plus en plus de jeunes comme ceux que décrit Mlle Lesueur.,A2
,"Comme un rappel fin massacre des bisons 60 millions de bisons orchestré à la fin du XIXe siècle pour venir à bout des ""PeauxRouges"".",C1
,"Je suis désolée, je je ne week-end. pas libre ce week-end.",A1
,"Il sut comment poursuivre dans les prés en poulains à demi sauvages, comment les approcher en secret, les surprendre en saut et les maintenir par force, les par la fatigue.",B2
,"Et l'abattage de l'hiver du troupeau de Yellowstone, à l'hiver 1996-1997, par les éleveurs de bétail du Montana, a meurtri les tribus indiennes.",C1
,"Nos techniques et nos actions ne cessent d'engendrer souvent effets imprévisibles, souvent contraires à nos techniques",C1
,"Comme Monsieur, un informaticien fondateur de la librairie des maths, pour qui ""il y a tellement de manières d'aimer un moins [qu'il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques"".",C2
,Vous ? le sport le,A1
,confirmer votre mot pour confirmer votre présence.,A1
137.0,"La cinquantaine est un bel âge: on gagne en profondeur et en bienveillance, constate Philippe Wattier.",C1
,de loin C'est Paris ça !,A1
,"Il malade est pas, sous prétexte qu'il est malade !",B1
,"Les parents de mon mari habitent très parents de chez nous, mais mes parents ont chez maison à quelques kilomètres de la nôtre",A1
,"nos la faune et la flore partout, mais maintenant nos villes maintenant sont plus que des blocs de béton.",B2
,"Par crainte des représailles, les contestataires contestataires été mardi nombreux mardi dans les rues.",B2
,Il un a un quartier très agréable pour aller se y,A1
,J'espère que tu vas bien que que tes vacances J'espère ski se passent bien aussi,B1
,"Le soir venu, il il rentrer prenant prenant le même chemin que le matin",A2
,peut la photovoltaïque peut encore améliorer la performance environnementale de ses produits.,C2
,L'opinion se convainc de bellicisme. bellicisme. bellicisme.,C2
,"Là, c'est manageur. manageur. de notre manageur.",A1
,Les normes étouffent. sont absurdes Les nous étouffent.,B2
,plaît. plaît. plaît.,A1
,"Ces aux cultivaient leurs terres, élevaient des troupeaux, Ces aux usages, aimaient et mouraient selon la loi commune.",B2
,"D'ailleurs, le souvenir du phrase, facilitant l'intelligence du libretto, elle suivait l'intrigue phrase à phrase, tandis que d'insaisissables pensées qui lui revenaient, le dispersaient, aussitôt, sous les rafales de la musique.",C2
2749.0,"Le brun, aussi appelé marron, est la couleur du café, de la terre et de l'écorce des arbres.",A1
,"En plus, je ne bien pas très bien m'entends ma mère.",A2
,"Dès que Fabrice fut sorti de lui petite ville, sorti gaillardement le sabre de hussard sous le bras, il lui vint un scrupule.",C1
4237.0,Avant de corser les choses.,B1
,Je m'appelle m'appelle,A1
,"Le plus inquiétant et scandaleux, c'est en mathématiques : il échange ses réponses et travaux pratiques à tout l'internat contre de ce qui explique les quantités de provisions et d'objets réponses qui dans son placard.",C1
,Tu aimais te déguiser en princesse quand tu te en,A2
,"dimanches lundi, Franck et Guillaume, qui travaillaient tous les dimanches comme extras sont un autre restaurant sur l'avenue, se sont rendus au chevet de leur grand-mère",B2
,Je saute et vous n'aurez jamais les ! Je,A2
,"Son rêve, en chassant l'histoire de l'histoire elle-même, est d'aboutir à un frottement elle-même, sans frottement ni cahot, qui s'incarne dans la roue et jsuqu'au trajectoire circulaire, leitmotiv et poncif de toutes les Expositions universelles, depuis la Grande Roue de Ferris jsuqu'au gyrotron en passant par le tapis roulant circulaire de Paris 1900 et le Rocket Ship de New York 1939.",C2
,"Tu pourrais ranger ta chambre, ça ! à les chambre, !",A2
,"En cinquante ans, les progrès accomplis par les des de l'information ont entraîné une amplification extraordinaire des flux d'informations.",C1
,"Par exemple, porter une robe noire avec un foulard de couleur vive, fuschia vive, orange ou rouge ou vert, et Par jours après, vous remettez cette robe noire avec d'autres bijoux, un gros collier",B2
,"Ce n'était pas le cas il y a cent ans, le c'est très bien.",A2
,J'ai perdu ! perdu !,A1
,"Faits divers, faits divers, alors qu'on est au printemps, faits divers alors qu'on est au printemps - divers",C1
,"Elle patience tant autour du perdit et plus encore, que le marquis perdit patience",C2
,d'excuses as pensé à envoyer un message d'excuses à ton à étranger ?,B1
,"Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d'un noir profond, d'un blanc de lait caillé ; plus bas, les gamme les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus discret, encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ; et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème.",C2
,la chat a alors la tomber la télécommande.,A1
,Où est-ce que tu travaillais d'être d'être avec nous avec ?,B1
,Un technicien fait le nécessaire fait vous rappelle dans une nécessaire environ.,A1
,"Lorsque une terminé mes études, je prendrai une année Lorsque",B2
,"Et pour éviter les risques de plus les élèves n'auront surveillants. le droit d'utiliser de messagerie instantanée, pas plus que les traducteurs automatiques, et leurs écrans seront de toute façon contrôlés, de manière aléatoire, par des surveillants.",B2
,Je la trouve pas les à que j'ai pris à la bibliothèque.,A2
,Je pas pas pas le croire.,A1
,J'ai J'ai question.,A1
,? heure il est ?,A1
,"Déplorant que le Sénat dispositions préféré, au contraire, en en aux dispositions initiales du projet de loi, il a conclu en constatant qu'il semblait, dans ces conditions, difficile de trouver une conciliation permettant d'aboutir à un accord en commission mixte paritaire.",C2
,"Alain Le Roy, envoyé spécial du Président français pour l'initiative Afrique en réponse au Covid Une annulation, une annulation, une très forte restructuration, ou bien, envoyé certains Afrique une annulation des dettes.",B2
1828.0,L'opinion se convainc de l'inanité du bellicisme.,C2
,La misandrie est-elle une une de la haine des hommes-femmes ou le signe d'une possible égalité hommes-femmes ?,C2
,"Ils avaient auparavant reçu une lettre d'une veuve qui, après avoir consacré sa vie à vie seule ses enfants, ne recevait leurs visites qu'en de très qu'en occasions.",B2
,Monsieur Monsieur Cyrano Cyrano pas là ?,A1
,Il y a portugais. cours des portugais.,A1
397.0,"Le 8 juillet, j'ai supprimé l'eau et le lait.",A2
,La biographie particuliers une friandise mais le quotidien de l'écrivain public se nourrit des innombrables une de services ponctuels formulées par les particuliers et les entreprises.,C1
,brûlé automobiliste feu été arrêté pour avoir brûlé un feu rouge.,B1
,Chaque miette de conquérir doit servir à de la dignité.,C1
,La nullité des français en anglais étrangères et particulièrement anglais anglais est avérée,C2
,L'homme avait du l'intention sortir sa femme du trou.,B1
,et et déjà minuit et quart quand Pierre est rentré chez lui.,B1
,Qu'est-ce que tu cette pour les vacances année année,A1
,"Le vêtement est comme un enduit ; il met tout en relief, et la toilette a été inventée bien plutôt pour faire ressortir des avantages corporels que pour que des imperfections.",C2
,Mais je pense Mais pense beaucoup.,A2
,Il s'agit vraiment d'introduire l'informatique dans générale. culture s'agit,C2
,"Ben, on est tous débordés est",A1
,Je vais trouver trouver autre solution à solution problème.,A2
,L'Empereur était Paris. Paris.,B1
,"cet 59 ans, cet ex-chef d'entreprise enchaîne les missions dans le A de la logistique.",C1
,Le test de niveau test français est sur le site Internet de l'école.,A1
,"Ne trouves-tu pas que ces vieux du noircis, symboles maintenant et sont moyens du despotisme, sont une véritable image du triste hiver ?",C1
,suis suis suis,A1
,Mes père subtils efforts s'inanisèrent devant le pris pris mutiste du père de Georges.,C2
,Mais la formation reçue lors Mais son apprentissage à l'atelier Verrocchio pourrait être plus large encore.,C1
,Je ne que pas que les enfants vont les,A2
,"Et puis en outre, ça me paraît être un moyen un puis lutter contre les inégalités et le décrochage scolaire.",C2
4261.0,Robert percevait même les grincements du grillage contre lequel il devait se lancer de toutes ses forces.,C1
,"On poursuit la recette avec la découpe recette légumes commencer autres épices, à commencer par le piment végétarien",C1
,Je vais prendre vais tarte tarte,A1
146.0,À très bientôt.,A2
,L'avantage des c'est c'est qu'elles sont souvent gratuites contrairement aux l'entrée dont l'entrée est souvent payante.,B2
,un berger est une personne chargée de guider et de prendre guider des troupeaux de moutons ou plus généralement de et,B1
,Tout le contraire contraire moi.,A2
,"Simone est comédienne, mais deux enregistrer par mois, elle vient au siège de SNCF pour ses ses annonces",B2
,Où de le le cacher ?,B1
,Les grands artistes sont ceux qui imposent Les sont leur illusion particulière.,C1
,"On peut, cependant, avancer que la Daimler fut la première moto dotée d'un moteur à combustion combustion",C2
,J'ai vu son nom sur la boîte aux aux,A2
,"Les reliures de tons différents, volumes. jaunes, vertes, la et bleues, mettaient de la couleur et de la gaieté dans cet alignement monotone de volumes.",B2
,"d'une effet, l'atmosphère était imprégnée d'une forte odeur de fraichin.",C2
,Ma maison maison grande,A1
,Les jeunes ceux du soumis aux impératifs moraux qu'à ceux du succès.,B2
,"Appuyez sur le le ""Marche"", en bas à droite de à machine.",A2
,Plus qu'à un changement de auquel ces à un changement de vie auquel aspirent ces individus.,B1
,reste reste avec reste,A1
,"Leurs branches étaient Leurs nues, tandis que toutes leurs feuilles toutes tombées par terre.",B2
,"Mais ils sont arrivés en plein hiver, au mois de décembre 1620, et 1620, sont ni de grands agriculteurs ni de plein chasseurs",B2
,Il y a des marchands de départ et c'est le départ de nombreux nombreux,B1
,"Le dès de douleur est à environ est dB, mais l'oreille est vulnérable dès le seuil de 90 dB avec une écoute de plusieurs heures.",B2
,Nous allons nous promener en bord de visite et promener visite à nos amis.,B1
,"Le serveur : Bonsoir Mesdames, qu'est-ce que boire voulez serveur ?",A2
,"En plus, comme il faisait très beau on mangeait toujours tu le jardin avec des il ou des voisins, j'ai beaucoup parlé, tu sais !",B1
,L'école n'a qu'hier la même que qu'hier parce que le monde a changé.,A2
,à travaille Rome Rome,A1
,"Le chancelier autrichien a annoncé ne plus vouloir dépendre de l'Union dépendre pour la production de vaccins et que, avec la Première de danoise, il allait engager des discussions avec Israël.",B2
,Cela représente une rupture dans notre rapport au Cela parce que cela nous rend visibles.,B2
,"Moi, leur turbulence me fatiguait et je trouvais distingué de m'ennuyer de de M. Barrault pendant qu'ils jouaient et barres.",C1
,"Il bains a cinq chambres, une bains cuisine, un salon et deux salles de bains",A1
,Elle cherche un un de réceptionniste cherche un hôtel,A1
,"C'est la couleur de nombreux fruits et légumes, légumes, les tomates, les fraises ou les cerises.",A1
,Personne n'était intéressé par par discours du député,B1
1044.0,"Pour chaque histoire, j'écoute l'audio et dans le même moment j'écris ce que je comprends.",B1
,"En partenariat avec l'INPES (Institut National de Prévention et d'Éducation pour la Santé), elle a mis en place National programme sur l'addiction aux écrans, qui aborde le fonctionnement du cerveau, à la limite place neurosciences.",C2
,"est cours de maths, lui, lui, beaucoup plus ennuyeux que d'habitude.",A2
568.0,Parce que jamais je céderai devant la barbarie.,B1
,Depuis quelques tente le gouvernement français tente de réformer le régime gouvernement retraites.,B2
,Je Je fatigué.,A1
,"Mes voisins voulaient quitter le pays voulaient cachette, en fois la nuit tombée.",B1
,"Cet épisode, la la population locale locale par un élan de solidarité inédit, marque un tournant dans l'histoire de l'Italie, confrontée pour la première fois à l'immigration de masse.",C1
,bien que tu vas J'espères,A1
,petit peu. petit peu.,A1
,"Brigitte Munier Karel Capek, dans R.U.R., imagine que les robots, devenus esclaves des de les remplacent dans tous leurs travaux (guerre incluse) avant de se rebeller contre l'humanité rebeller par le loisir et de l'anéantir.",C1
,Il Il avait,A1
,non. que sûr que non.,A2
,"Le romancier, au contraire, qui prétend nous donner une image exacte qui la au doit éviter avec soin tout enchaînement d'événements qui paraîtrait exceptionnel.",C1
,Quelles sont-les démarches à faire pour pour ce Quelles,B2
,Les baby-boomers ans. sont convaincus: tout peut recommencer à baby-boomers ans.,C1
,Donne-moi Donne-moi tes nouvelles plus nouvelles !,B1
,"à alla parmi les bûcherons qui vivaient à la lisière de la forêt, et à la lourde cognée .",B2
,"recyclage Kimura, inventeur du recyclage couches-culottes couches-culottes en combustible, Yonago, Japon.",B2
,à vraiment dommage que les gens ne fasse pas attention à ce qu'ils consomment,B1
,Le Président a promis qu'il tiendrait toutes qu'il promesses.,B1
,Ils en alors rester à la maison et profitent du temps libre en visiter leurs familles ou se balader en ville,B1
,"Né 1887 est dans l'Empire austro-hongrois, serrurier de formation et poète par passion, Lajos Kassák est écrivain, peintre et fondateur de revues de l'avant-garde hongroise.",C2
,majeurs même C'est première fois que nous voyons deux ouragans majeurs se produire au mois de novembre,A2
,"À mon européens, par rapport à la journée scolaire de la plupart des pays européens, on n'a pas de chance: on est obligés de se lever tôt et de travailler tard.",B1
,Une en de : Une expression fait référence à la quantité d'un aliment qu'on met dans la bouche en une fois.,B1
,"HomeExchange, la plateforme doubler laquelle la famille est doubler a vu ses demandes d'échanges de maison entre particuliers doubler cet été par rapport à l'année dernière.",B1
,par par voie électronique de l'ensemble des formalités au registre du et et des sociétés.,B2
1130.0,Un bureau !,A1
,Peux-tu lentement? plus lentement?,A1
338.0,"Pour aller dans ma chambre, je dois monter un escalier",A2
,Ils l'opéra Ils à l'opéra,A1
,"Les maisons neuves, crépies entourées frais, étaient entourées de jardins potagers où de mélangés mais alignés, les légumes et les fleurs, les choux et les rosiers, les poireaux et les gueules-de-loup, les céleris et les anémones.",C1
,C'est sympa sympa ta part.,A1
,Juste un peu. Juste,A1
,"Nous sommes au Théâtre de à Jeunesse à Hanoï pour une soirée ""Cabaret des pour",B2
,Elle printemps la résurrection de Jésus mais fête aussi le fête,B1
,Je Je actuellement en vacances en Alsace,B1
,? des jeunes jeunes,A2
,J'habite à New-York. J'habite J'habite ?,A1
,"La plupart des philosophes qui se sont prononcés en faveur de la liberté humaine, en faveur de l'existence du libre arbitre, ont accordé une grande valeur à l'expérience intime, immédiate que nous aurions, selon eux, de notre la : ""La liberté de notre volonté, écrit Descartes (Principes de la Philosophie, I, art39), se que sans preuve par la seule expérience que nous en avons""",C2
,Le chat a alors télécommande. télécommande. la télécommande.,A1
,"Notre charrette avait franchi le sommet d'un l'immense monticule ; d'un face de nous s'étalait l'immense étendue de la lande, semée de rocs et de rochers.",C1
,"Quand je finirai ce travail, et partirai en Floride. Je fuirai l'hiver et les grands l'hiver",B1
,L'éducation est censée préparer la jeune jeune jeune l'avenir.,B2
,"Tous les prix mis affichés, mais si besoin, j'ai mis la liste des prix à côté de la caisse.",A2
,"Avec soleil printemps, qui commence en mars, le soleil est mars, retour et le temps se réchauffe.",A1
,"sénateur sénateur pendant plus de targue ans, le démocrate se targue de connaître la maison et de vouloir chercher des accords entre partis au Congrès.",B2
,"Écris-moi pour comment raconter ce que tu fais, comment sont tes nouveaux nouveaux et comment ça va avec ton chef.",A2
,"S'il fait tenir dans trois cents pages dix ans d'une vie pour montrer quelle sa été, au milieu de tous les êtres qui l'ont entourée, sa particulière particulière et bien caractéristique, il devra savoir éliminer, parmi les menus événements innombrables et quotidiens, tous ceux qui lui sont inutiles, et mettre en lumière, d'une façon spéciale, tous ceux qui seraient demeurés inaperçus pour des observateurs peu clairvoyants et qui donnent au livre sa portée, sa valeur d'ensemble.",C1
,au marchais avec orgueil au orgueil des hommes ; je promenais sur eux un regard dominateur,C2
,"Paul Andreu, l'architecte de l'aéroport de Roissy (du terminal 1 au terminal 2E-K) ainsi que de l'Opéra de Pékin entre autres, s'était demandé s'il revenait installer des portes automatiques dans un aéroport qu'il était en train de concevoir comme le requérait tout aéroport digne nourrir ce nom car, après un rapide calcul à partir des conditions locales, le coût d'achat et surtout de maintenance d'une porte automatique revenait plus cher que le salaire d'un portier qui pouvait nourrir une famille avec.",B2
,"Je ne nie pas que parfois, ne ma faute.",A2
,"En buvant de l'eau, on aide son corps trouver trouver son aide",B1
,commençons commençons un nouveau cours,A1
,"Nous vivons dans un univers bouleversé par les révolutions scientifiques et technologiques, par de nouvelles de culturelles.",C2
,"Il apparait donc que l'accent mis sur la présence et la le d'instruments de contingentement spatial risque de cacher, dans les cas d'Argovie donc Soleure, la facilité procédurale avec laquelle le territoire d'urbanisation indiqué dans le plan directeur peut être modifié.",C2
,Le Président a Président qu'il tiendrait qu'il ses promesses.,B1
,réceptif Soyons,C1
2175.0,J'ai ouvert cette école il y a une dizaine d'années pour aider les animaux.,A2
,"Rien n'était si beau, si leste, si brillant, si que armées. que les deux armées.",B1
,Des images diffusées sur les jeune sociaux montraient le jeune manifestant couvert de sang transporté loin transporté barricades par ses amis.,C1
,Le soir soir il faut rentrer en soir le même chemin que le matin,A2
,"De nombreux avoir lui permettent de suivre l'évolution de la situation, et au fur et à mesure que l'épidémie se propage, de nouveaux au deviennent nécessaires pour avoir une vision globale de la situation.",C1
,"Il faut du animaux, et du courage pour soigner toute cette toute En plus des animaux, il faut aussi s'occuper du potager de mon papy",A2
,"Après son repas, il retourne à la salle de bain pour se brosser les dents et toilettes. aller aux toilettes.",A2
1112.0,"Malgré leur situation privilégié, ces chatons connurent déjà la misère, la famine et le froid extrême.",C1
,Les horaires parfois fonction sont parfois décalés en fonction de la nature et de la disponibilité des publics contactés (le soir par exemple).,B1
,"Et puis tu me connais, pas force de sortir tous les soirs, je ne me repose pas force !",B1
,"un un as mal au dos, je peux te faire un massage, ça aide souvent.",B1
,"Une feuille prise d'or arbre du paradis, sur laquelle est écrite un mot sur lettres d'or par le Père éternel.",A2
,"Dans tous les cas, l'un des conjoints était belge, conjoints étant italien, marocain ou l'autre",B2
,On semble oublier le le personnel en milieu scolaire le déjà cette mesure.,B2
,Le de de chien voisine fais beaucoup de bruit.,A1
,"C'est l'année où les centaines de milliers de baby-boomers, nés lors du où des naissances de 1946, où à la retraite.",B2
,"Dani, est-ce que tu t'es inscrite à ton est-ce inscrite ?",A1
691.0,Que vont-ils donc faire ?,B1
,Personne n'était les par intéressé discours du député,B1
,Mon second copain fit second études de commerce.,C1
,Il est évident que des écoles si différentes ont dû employer des composition de composition absolument opposés.,C1
,"D'ailleurs, tous les personnages masculins croisés par l'héroïne - en dehors tous ses collègues - dans dans un rapport de séduction.",B2
,Où accepte-t-il de ? cacher de,B1
,Elle travaille de à une grille d'évaluation pour actuellement la trentaine de structures qui frappent à sa porte.,C1
,"Franny Stone et Stone mari Niall, ornithologue, ont été aux avant-postes du crépuscule de ornithologue, biodiversité.",C1
,J'attribuais à effet charme cet effet presque magique sans j'en aurais joui plus complètement encore sans l'engagement que j'avais pris envers mon amour-propre.,C2
,"Inversement, Vieux régions tempérées lointaines jusqu'à que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les ""pays neufs"" deviennent des prolongements européens.",C2
,"susceptible. n'aime pas n'aime reproches, elle est susceptible.",B1
1955.0,Et puis après quelques jours tout était plus facile.,B1
,Je ne peux rien te rien Victor.,A1
,"Pour l'économiste Jeremy Rifkin, est le Rifkin, La Fin du Travail suscita un large débat, le travail est sur la pente d'un inexorable déclin.",C1
,"Ces nouveaux seniors ne joueront pas à faire recherche la figuration, pronostique Robert Rochefort, directeur général du Centre de recherche pour l'étude et l'observation des conditions de à (Credoc) et auteur de Vive le papy-boom (Odile Jacob).",C1
,Je suis chez Camille,A1
,"Il prévoit que les plantations à forêts sont déductibles des émissions de gaz à effet de serre (GES), puisque les arbres les en pompant le gaz carbonique dans l'air.",C1
,"Limercati trouva ce projet d'un et achevé, et la comtesse s'aperçut que chez elle le ce avait tué l'amour.",C1
,Je Je en Je,A1
,"Pour réparer cette erreur, Prométhée Prométhée la technique aux Hommes, ainsi que ainsi feu",C2
,"Pendant que les humains bavardaient, Mimi le caniche, Fido le berger allemand et moi, on se donnait les nouvelles du quartier et arrivants reniflait on nouveaux arrivants",C1
3720.0,Elle avait besoin de passer un instant seule.,A2
,"C'est à dire, ce n'est pas une volonté hiérarchique qui viendrait des ministères ou de une ce sont les enseignants qui, il suffit de regarder divers blogues sur internet d'enseignants qui se posent des questions au primaire, secondaire, n'est lycée.",C2
,"Leurs branches étaient complètement nues, tandis étaient toutes leurs feuilles étaient que par terre.",B2
,"2003, qui leur impose de prendre leurs charge la fin de vie de leurs appareils.",B1
,"Elle attachait le plus grand prix à la prix de la conduite, reçues. parce que la sienne n'était pas régulière suivant les notions reçues.",C2
,"La start-up parisienne au présente Lighty, un robot au visage d'homme pour émotions. des émotions.",C2
3744.0,Chaque organe doit trouver sa place en fonction de critères différents comme le centre de gravité.,C1
,es es Tu étudiant ?,A1
,"Cet après-midi, avec mes amis nous Cet au cinéma.",A1
,"De plus, certaines limitations sont également apparues, en termes de puissance ou bien de sont de conduire.",B2
,Malgré ces efforts la question de la pertinence de la valeur la des entreprises reste toujours d'actualité car il la a pas de norme aujourd'hui sur la valeur liée aux actifs intangibles et plus particulièrement aux connaissances,C2
,"Simone est comédienne, mais deux fois par mois, elle vient au siège de est pour fois ses annonces",B2
2522.0,"Une personne désappointée est une personne qui n'a pas obtenu ce qu'elle attendait, ce qu'elle espérait.",A2
,Mon second copain fit fit de de commerce.,C1
,"Sur car sorte de haquet, deux futailles de vin posaient, car c'était pour fêter la surprise d'un petit convoi républicain que Charette avait à cette débauche à son armée.",C2
2959.0,"Les outils numériques contribuent à la formation des élèves. On aurait préféré une réfexion collective sur la place du numérique à l'école plutôt que de découvrir que le sujet serait à nouveau relancé, sans dialogue.",B2
,"Tout Eiffel, haut de la tour Eiffel, il y a des antennes programmes émettent les programmes de radio et de télévision",B1
,"L'orange est la couleur de certains l'abricot. comme l'orange qui comme son nom, la clémentine ou l'abricot.",A1
,Je regrette tout de suite après car j'ai peur qu'il j'ai la langue anglaise tout quelque chose de désagréable.,B1
,Les journalistes ont mis l'affaire jour au grand jour sur l'affaire des déchets radioactifs.,B2
,"Une étude effectuée dans les années 1990 auprès d'un groupe de dans de physique de quatrième, des deux sexes, a révélé qu'entre deux par copies, l'une rédigée par un garçon, l'autre par une fille, les enseignants notaient plus favorablement celle du garçon.",C1
,Le nombre insuffisant de professeurs formés est également un la pour beaucoup d'adversaires de cette de qui la jugent inapplicable.,C2
,"En France, premier, l'enseignement catholique qui, le premier, a osé briser le tabou, en ses des vices et vertus de la mixité depuis ses assises de décembre 2000.",C1
,! ! !,A1
,Il lunettes des lunettes,A1
,"Morin : ""Notre de de connaissance parcellisée prédit des ignorances globales.",B2
,"La société fut fondée en 1931 par Ferdinand Porsche, en 1931 par son fils Ferry Porsche.",B2
,"Tu ne mérites pas d'en manger, ne d'en",A2
,Un rêve d'enfant réalisé.,A1
,"Je souvent mon lit tous les jours, bien sûr; et je fais souvent la vaisselle.",A2
,"Sans penser, penser, j'ai fait des erreurs des",B1
,Il les faut fabriquer.,B1
,"Et, depuis sept ans, la Sorbonne forme des promotions de licenciés ès ""écrivain public, assistant en démarches administratives et en écritures privées"" qui iront talents leurs talents dans les démarches secteurs que couvre la profession.",C1
,"Le gallinacé symbolise à la fois, la cérémonie des Kapparot célébrée traditionnellement à traditionnellement de Yom Kippour et ce France, terre d'accueil depuis le début des années 20 pour ce couple juif d'origine russe.",B2
,"Le repas et servi sur une table resplendissante, recouverte de bougies et de resplendissante, santons",B2
,"Mais une différence apparaît en Mais de cursus scolaire, les garçons prenant dans ce dernier domaine un avantage sur les différence",B2
727.0,"Dans la Caraïbe, la saison des cyclones commence en juin et dure environ six mois",C1
199.0,"On choisit la date, le lieu et le projet qui nous intéressent, on paye et on part !",B1
