id,sentence,difficulty
468,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
469,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
470,"Quand j'étais petit, j'allais à l'école à pied.",A1
471,Elle mange souvent des fruits au petit déjeuner.,A1
472,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
473,Elle mange souvent des fruits au petit déjeuner.,C1
474,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
475,"Quand j'étais petit, j'allais à l'école à pied.",A1
476,Le chat dort sur le sofa.,C1
477,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
478,Le chat dort sur le sofa.,A1
479,Elle mange souvent des fruits au petit déjeuner.,C1
480,"Quand j'étais petit, j'allais à l'école à pied.",C1
481,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
482,"Quand j'étais petit, j'allais à l'école à pied.",C1
483,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
484,Le chat dort sur le sofa.,A1
485,Le chat dort sur le sofa.,C1
486,Le chat dort sur le sofa.,C1
487,Elle mange souvent des fruits au petit déjeuner.,C1
488,Elle mange souvent des fruits au petit déjeuner.,A1
489,Elle mange souvent des fruits au petit déjeuner.,A1
490,Elle mange souvent des fruits au petit déjeuner.,C1
491,Le chat dort sur le sofa.,A1
492,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
493,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
494,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
495,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
496,"Quand j'étais petit, j'allais à l'école à pied.",C1
497,Elle mange souvent des fruits au petit déjeuner.,A1
498,Le chat dort sur le sofa.,A1
499,Elle mange souvent des fruits au petit déjeuner.,C1
500,Elle mange souvent des fruits au petit déjeuner.,A1
501,Le chat dort sur le sofa.,C1
502,Le chat dort sur le sofa.,A1
503,"Quand j'étais petit, j'allais à l'école à pied.",C1
504,Elle mange souvent des fruits au petit déjeuner.,C1
505,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
506,Elle mange souvent des fruits au petit déjeuner.,A1
507,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
508,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
509,Elle mange souvent des fruits au petit déjeuner.,C1
510,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
511,"Quand j'étais petit, j'allais à l'école à pied.",A1
512,Elle mange souvent des fruits au petit déjeuner.,A1
513,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
514,Le chat dort sur le sofa.,C1
515,Elle mange souvent des fruits au petit déjeuner.,C1
516,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
517,Elle mange souvent des fruits au petit déjeuner.,A1
518,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
519,Le chat dort sur le sofa.,C1
520,"Quand j'étais petit, j'allais à l'école à pied.",A1
521,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
522,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
523,Le chat dort sur le sofa.,A1
524,Le chat dort sur le sofa.,C1
525,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
526,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
527,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
528,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
529,Elle mange souvent des fruits au petit déjeuner.,C1
530,Le chat dort sur le sofa.,A1
531,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
532,Le chat dort sur le sofa.,A1
533,Elle mange souvent des fruits au petit déjeuner.,C1
534,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
535,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
536,"Quand j'étais petit, j'allais à l'école à pied.",C1
537,"Quand j'étais petit, j'allais à l'école à pied.",A1
538,Le chat dort sur le sofa.,C1
539,Elle mange souvent des fruits au petit déjeuner.,C1
540,Le chat dort sur le sofa.,A1
541,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
542,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
543,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
544,Elle mange souvent des fruits au petit déjeuner.,A1
545,"Quand j'étais petit, j'allais à l'école à pied.",C1
546,Elle mange souvent des fruits au petit déjeuner.,C1
547,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
548,Le chat dort sur le sofa.,C1
549,Elle mange souvent des fruits au petit déjeuner.,C1
550,Le chat dort sur le sofa.,C1
551,Le chat dort sur le sofa.,C1
552,"Quand j'étais petit, j'allais à l'école à pied.",C1
553,Elle mange souvent des fruits au petit déjeuner.,A1
554,Elle mange souvent des fruits au petit déjeuner.,C1
555,Le chat dort sur le sofa.,C1
556,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
557,Elle mange souvent des fruits au petit déjeuner.,C1
558,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
559,"Quand j'étais petit, j'allais à l'école à pied.",C1
560,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
561,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
562,"Quand j'étais petit, j'allais à l'école à pied.",A1
563,"Quand j'étais petit, j'allais à l'école à pied.",A1
564,Elle mange souvent des fruits au petit déjeuner.,C1
565,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
566,Le chat dort sur le sofa.,A1
567,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
568,Le chat dort sur le sofa.,C1
569,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
570,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
571,"Quand j'étais petit, j'allais à l'école à pied.",A1
572,Le chat dort sur le sofa.,C1
573,Elle mange souvent des fruits au petit déjeuner.,C1
574,Elle mange souvent des fruits au petit déjeuner.,C1
575,"Quand j'étais petit, j'allais à l'école à pied.",C1
576,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
577,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
578,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
579,Le chat dort sur le sofa.,A1
580,Le chat dort sur le sofa.,C1
581,"Quand j'étais petit, j'allais à l'école à pied.",C1
582,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
583,Elle mange souvent des fruits au petit déjeuner.,A1
584,Elle mange souvent des fruits au petit déjeuner.,C1
585,Le chat dort sur le sofa.,A1
586,Le chat dort sur le sofa.,C1
587,Elle mange souvent des fruits au petit déjeuner.,A1
588,Le chat dort sur le sofa.,A1
589,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
590,Le chat dort sur le sofa.,A1
591,Le chat dort sur le sofa.,A1
592,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
593,"Quand j'étais petit, j'allais à l'école à pied.",A1
594,Elle mange souvent des fruits au petit déjeuner.,A1
595,Elle mange souvent des fruits au petit déjeuner.,A1
596,Le chat dort sur le sofa.,A1
597,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
598,"Quand j'étais petit, j'allais à l'école à pied.",A1
599,"Quand j'étais petit, j'allais à l'école à pied.",C1
600,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
601,"Quand j'étais petit, j'allais à l'école à pied.",A1
602,Elle mange souvent des fruits au petit déjeuner.,A1
603,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
604,Elle mange souvent des fruits au petit déjeuner.,A1
605,Elle mange souvent des fruits au petit déjeuner.,C1
606,"Quand j'étais petit, j'allais à l'école à pied.",C1
607,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
608,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
609,Elle mange souvent des fruits au petit déjeuner.,C1
610,Elle mange souvent des fruits au petit déjeuner.,C1
611,Le chat dort sur le sofa.,A1
612,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
613,"Quand j'étais petit, j'allais à l'école à pied.",A1
614,Elle mange souvent des fruits au petit déjeuner.,C1
615,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
616,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
617,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
618,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
619,"Quand j'étais petit, j'allais à l'école à pied.",A1
620,Elle mange souvent des fruits au petit déjeuner.,A1
621,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
622,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
623,"Quand j'étais petit, j'allais à l'école à pied.",C1
624,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
625,Le chat dort sur le sofa.,A1
626,Le chat dort sur le sofa.,C1
627,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
628,Le chat dort sur le sofa.,C1
629,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
630,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
631,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
632,Elle mange souvent des fruits au petit déjeuner.,A1
633,Le chat dort sur le sofa.,A1
634,"Quand j'étais petit, j'allais à l'école à pied.",A1
635,Elle mange souvent des fruits au petit déjeuner.,A1
636,Le chat dort sur le sofa.,A1
637,"Quand j'étais petit, j'allais à l'école à pied.",A1
638,Elle mange souvent des fruits au petit déjeuner.,C1
639,Elle mange souvent des fruits au petit déjeuner.,C1
640,Elle mange souvent des fruits au petit déjeuner.,A1
641,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
642,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
643,"Quand j'étais petit, j'allais à l'école à pied.",A1
644,Elle mange souvent des fruits au petit déjeuner.,C1
645,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
646,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
647,Elle mange souvent des fruits au petit déjeuner.,C1
648,Elle mange souvent des fruits au petit déjeuner.,C1
649,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
650,Elle mange souvent des fruits au petit déjeuner.,A1
651,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
652,"Quand j'étais petit, j'allais à l'école à pied.",C1
653,"Quand j'étais petit, j'allais à l'école à pied.",C1
654,Elle mange souvent des fruits au petit déjeuner.,A1
655,Le chat dort sur le sofa.,C1
656,Le chat dort sur le sofa.,A1
657,Elle mange souvent des fruits au petit déjeuner.,C1
658,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
659,Le chat dort sur le sofa.,C1
660,Le chat dort sur le sofa.,C1
661,"Quand j'étais petit, j'allais à l'école à pied.",A1
662,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
663,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
664,Le chat dort sur le sofa.,C1
665,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
666,Elle mange souvent des fruits au petit déjeuner.,C1
667,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
668,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
669,Elle mange souvent des fruits au petit déjeuner.,C1
670,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
671,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
672,Le chat dort sur le sofa.,C1
673,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
674,"Quand j'étais petit, j'allais à l'école à pied.",A1
675,"Quand j'étais petit, j'allais à l'école à pied.",A1
676,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
677,Le chat dort sur le sofa.,C1
678,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
679,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
680,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
681,Elle mange souvent des fruits au petit déjeuner.,C1
682,Elle mange souvent des fruits au petit déjeuner.,C1
683,Elle mange souvent des fruits au petit déjeuner.,A1
684,"Quand j'étais petit, j'allais à l'école à pied.",C1
685,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
686,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
687,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
688,"Quand j'étais petit, j'allais à l'école à pied.",C1
689,Elle mange souvent des fruits au petit déjeuner.,C1
690,Elle mange souvent des fruits au petit déjeuner.,A1
691,"Quand j'étais petit, j'allais à l'école à pied.",C1
692,Elle mange souvent des fruits au petit déjeuner.,C1
693,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
694,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
695,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
696,"Quand j'étais petit, j'allais à l'école à pied.",C1
697,"Quand j'étais petit, j'allais à l'école à pied.",A1
698,Le chat dort sur le sofa.,A1
699,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
700,Elle mange souvent des fruits au petit déjeuner.,C1
701,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
702,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
703,Le chat dort sur le sofa.,C1
704,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
705,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
706,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
707,Elle mange souvent des fruits au petit déjeuner.,A1
708,Elle mange souvent des fruits au petit déjeuner.,C1
709,Elle mange souvent des fruits au petit déjeuner.,C1
710,"Quand j'étais petit, j'allais à l'école à pied.",C1
711,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
712,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
713,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
714,"Quand j'étais petit, j'allais à l'école à pied.",C1
715,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
716,"Quand j'étais petit, j'allais à l'école à pied.",A1
717,Elle mange souvent des fruits au petit déjeuner.,A1
718,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
719,Le chat dort sur le sofa.,C1
720,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
721,"Quand j'étais petit, j'allais à l'école à pied.",C1
722,Elle mange souvent des fruits au petit déjeuner.,A1
723,Elle mange souvent des fruits au petit déjeuner.,C1
724,Elle mange souvent des fruits au petit déjeuner.,A1
725,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
726,Le chat dort sur le sofa.,A1
727,"Quand j'étais petit, j'allais à l'école à pied.",C1
728,"Quand j'étais petit, j'allais à l'école à pied.",C1
729,"Quand j'étais petit, j'allais à l'école à pied.",A1
730,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
731,Le chat dort sur le sofa.,C1
732,Elle mange souvent des fruits au petit déjeuner.,C1
733,Elle mange souvent des fruits au petit déjeuner.,C1
734,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
735,"Quand j'étais petit, j'allais à l'école à pied.",C1
736,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
737,Elle mange souvent des fruits au petit déjeuner.,A1
738,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
739,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
740,Le chat dort sur le sofa.,A1
741,Elle mange souvent des fruits au petit déjeuner.,C1
742,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
743,Le chat dort sur le sofa.,C1
744,Le chat dort sur le sofa.,C1
745,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
746,"Quand j'étais petit, j'allais à l'école à pied.",C1
747,Elle mange souvent des fruits au petit déjeuner.,A1
748,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
749,Le chat dort sur le sofa.,A1
750,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
751,Le chat dort sur le sofa.,C1
752,"Quand j'étais petit, j'allais à l'école à pied.",A1
753,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
754,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
755,Le chat dort sur le sofa.,C1
756,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
757,Le chat dort sur le sofa.,C1
758,Elle mange souvent des fruits au petit déjeuner.,C1
759,"Quand j'étais petit, j'allais à l'école à pied.",A1
760,"Quand j'étais petit, j'allais à l'école à pied.",A1
761,"Quand j'étais petit, j'allais à l'école à pied.",C1
762,Elle mange souvent des fruits au petit déjeuner.,A1
763,Elle mange souvent des fruits au petit déjeuner.,A1
764,Elle mange souvent des fruits au petit déjeuner.,C1
765,Le chat dort sur le sofa.,C1
766,"Quand j'étais petit, j'allais à l'école à pied.",C1
767,Elle mange souvent des fruits au petit déjeuner.,A1
768,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
769,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
770,Le chat dort sur le sofa.,C1
771,Le chat dort sur le sofa.,A1
772,Elle mange souvent des fruits au petit déjeuner.,C1
773,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
774,Elle mange souvent des fruits au petit déjeuner.,A1
775,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
776,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
777,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
778,Le chat dort sur le sofa.,A1
779,Elle mange souvent des fruits au petit déjeuner.,A1
780,"Quand j'étais petit, j'allais à l'école à pied.",C1
781,Elle mange souvent des fruits au petit déjeuner.,C1
782,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
783,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
784,Elle mange souvent des fruits au petit déjeuner.,A1
785,Le chat dort sur le sofa.,A1
786,Le chat dort sur le sofa.,C1
787,Le chat dort sur le sofa.,C1
788,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
789,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
790,Elle mange souvent des fruits au petit déjeuner.,A1
791,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
792,"Quand j'étais petit, j'allais à l'école à pied.",C1
793,Elle mange souvent des fruits au petit déjeuner.,C1
794,Le chat dort sur le sofa.,C1
795,"Quand j'étais petit, j'allais à l'école à pied.",C1
796,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
797,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
798,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
799,Elle mange souvent des fruits au petit déjeuner.,C1
800,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
801,Elle mange souvent des fruits au petit déjeuner.,C1
802,Elle mange souvent des fruits au petit déjeuner.,C1
803,Le chat dort sur le sofa.,A1
804,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
805,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
806,"Quand j'étais petit, j'allais à l'école à pied.",C1
807,Le chat dort sur le sofa.,C1
808,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
809,Elle mange souvent des fruits au petit déjeuner.,A1
810,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
811,Le chat dort sur le sofa.,C1
812,Elle mange souvent des fruits au petit déjeuner.,A1
813,Le chat dort sur le sofa.,C1
814,Elle mange souvent des fruits au petit déjeuner.,C1
815,Le chat dort sur le sofa.,A1
816,"Quand j'étais petit, j'allais à l'école à pied.",A1
817,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
818,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
819,Elle mange souvent des fruits au petit déjeuner.,C1
820,Elle mange souvent des fruits au petit déjeuner.,C1
821,Elle mange souvent des fruits au petit déjeuner.,C1
822,Le chat dort sur le sofa.,A1
823,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
824,Elle mange souvent des fruits au petit déjeuner.,C1
825,Le chat dort sur le sofa.,A1
826,Elle mange souvent des fruits au petit déjeuner.,C1
827,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
828,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
829,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
830,Elle mange souvent des fruits au petit déjeuner.,A1
831,Le chat dort sur le sofa.,C1
832,Elle mange souvent des fruits au petit déjeuner.,C1
833,Elle mange souvent des fruits au petit déjeuner.,A1
834,Elle mange souvent des fruits au petit déjeuner.,A1
835,Le chat dort sur le sofa.,C1
836,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
837,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
838,Elle mange souvent des fruits au petit déjeuner.,A1
839,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
840,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
841,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
842,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
843,Elle mange souvent des fruits au petit déjeuner.,A1
844,Elle mange souvent des fruits au petit déjeuner.,A1
845,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
846,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
847,"Quand j'étais petit, j'allais à l'école à pied.",A1
848,Le chat dort sur le sofa.,A1
849,"Quand j'étais petit, j'allais à l'école à pied.",A1
850,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
851,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
852,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
853,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
854,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
855,"Quand j'étais petit, j'allais à l'école à pied.",C1
856,Elle mange souvent des fruits au petit déjeuner.,A1
857,"Quand j'étais petit, j'allais à l'école à pied.",A1
858,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
859,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
860,Le chat dort sur le sofa.,A1
861,Elle mange souvent des fruits au petit déjeuner.,A1
862,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
863,"Quand j'étais petit, j'allais à l'école à pied.",C1
864,"Quand j'étais petit, j'allais à l'école à pied.",C1
865,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
866,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
867,Le chat dort sur le sofa.,A1
868,"Quand j'étais petit, j'allais à l'école à pied.",A1
869,Elle mange souvent des fruits au petit déjeuner.,C1
870,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
871,Elle mange souvent des fruits au petit déjeuner.,C1
872,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
873,Elle mange souvent des fruits au petit déjeuner.,A1
874,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
875,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
876,Le chat dort sur le sofa.,C1
877,Le chat dort sur le sofa.,A1
878,Le chat dort sur le sofa.,A1
879,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
880,Elle mange souvent des fruits au petit déjeuner.,C1
881,Elle mange souvent des fruits au petit déjeuner.,C1
882,Elle mange souvent des fruits au petit déjeuner.,A1
883,Elle mange souvent des fruits au petit déjeuner.,A1
884,Le chat dort sur le sofa.,A1
885,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
886,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
887,"Quand j'étais petit, j'allais à l'école à pied.",A1
888,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
889,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
890,Elle mange souvent des fruits au petit déjeuner.,C1
891,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
892,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
893,Le chat dort sur le sofa.,C1
894,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
895,Elle mange souvent des fruits au petit déjeuner.,C1
896,Elle mange souvent des fruits au petit déjeuner.,A1
897,"Quand j'étais petit, j'allais à l'école à pied.",C1
898,Elle mange souvent des fruits au petit déjeuner.,C1
899,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
900,Elle mange souvent des fruits au petit déjeuner.,C1
901,Elle mange souvent des fruits au petit déjeuner.,A1
902,Elle mange souvent des fruits au petit déjeuner.,A1
903,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
904,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
905,Elle mange souvent des fruits au petit déjeuner.,A1
906,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
907,Elle mange souvent des fruits au petit déjeuner.,C1
908,Elle mange souvent des fruits au petit déjeuner.,A1
909,Elle mange souvent des fruits au petit déjeuner.,C1
910,"Quand j'étais petit, j'allais à l'école à pied.",C1
911,"Quand j'étais petit, j'allais à l'école à pied.",A1
912,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
913,"Quand j'étais petit, j'allais à l'école à pied.",A1
914,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
915,"Quand j'étais petit, j'allais à l'école à pied.",C1
916,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
917,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
918,"Quand j'étais petit, j'allais à l'école à pied.",A1
919,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
920,Le chat dort sur le sofa.,C1
921,Le chat dort sur le sofa.,A1
922,Le chat dort sur le sofa.,A1
923,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
924,Elle mange souvent des fruits au petit déjeuner.,C1
925,Le chat dort sur le sofa.,A1
926,Elle mange souvent des fruits au petit déjeuner.,C1
927,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
928,Le chat dort sur le sofa.,C1
929,Elle mange souvent des fruits au petit déjeuner.,A1
930,"Quand j'étais petit, j'allais à l'école à pied.",C1
931,Le chat dort sur le sofa.,A1
932,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
933,Elle mange souvent des fruits au petit déjeuner.,A1
934,"Quand j'étais petit, j'allais à l'école à pied.",A1
935,"Quand j'étais petit, j'allais à l'école à pied.",C1
936,Le chat dort sur le sofa.,C1
937,Le chat dort sur le sofa.,A1
938,Elle mange souvent des fruits au petit déjeuner.,C1
939,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
