id,sentence,difficulty
1269,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1270,Elle mange souvent des fruits au petit déjeuner.,B2
1271,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1272,Le chat dort sur le sofa.,A1
1273,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1274,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1275,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1276,Elle mange souvent des fruits au petit déjeuner.,B2
1277,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1278,"Quand j'étais petit, j'allais à l'école à pied.",B2
1279,Elle mange souvent des fruits au petit déjeuner.,A1
1280,Le chat dort sur le sofa.,C1
1281,Le chat dort sur le sofa.,B2
1282,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1283,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1284,"Quand j'étais petit, j'allais à l'école à pied.",B1
1285,"Quand j'étais petit, j'allais à l'école à pied.",B2
1286,Le chat dort sur le sofa.,A2
1287,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1288,Le chat dort sur le sofa.,A2
1289,Le chat dort sur le sofa.,C1
1290,"Quand j'étais petit, j'allais à l'école à pied.",C1
1291,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1292,"Quand j'étais petit, j'allais à l'école à pied.",B2
1293,"Quand j'étais petit, j'allais à l'école à pied.",B2
1294,"Quand j'étais petit, j'allais à l'école à pied.",C1
1295,Le chat dort sur le sofa.,B2
1296,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1297,Le chat dort sur le sofa.,B1
1298,Elle mange souvent des fruits au petit déjeuner.,A2
1299,"Quand j'étais petit, j'allais à l'école à pied.",A2
1300,"Quand j'étais petit, j'allais à l'école à pied.",A1
1301,Elle mange souvent des fruits au petit déjeuner.,B2
1302,"Quand j'étais petit, j'allais à l'école à pied.",C1
1303,"Quand j'étais petit, j'allais à l'école à pied.",B2
1304,"Quand j'étais petit, j'allais à l'école à pied.",B2
1305,Elle mange souvent des fruits au petit déjeuner.,A2
1306,Le chat dort sur le sofa.,A2
1307,"Quand j'étais petit, j'allais à l'école à pied.",C1
1308,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1309,Elle mange souvent des fruits au petit déjeuner.,B2
1310,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1311,Elle mange souvent des fruits au petit déjeuner.,C1
1312,Le chat dort sur le sofa.,A1
1313,Elle mange souvent des fruits au petit déjeuner.,B2
1314,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1315,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1316,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1317,Elle mange souvent des fruits au petit déjeuner.,B2
1318,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1319,Elle mange souvent des fruits au petit déjeuner.,B2
1320,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1321,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1322,Le chat dort sur le sofa.,A2
1323,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1324,"Quand j'étais petit, j'allais à l'école à pied.",B1
1325,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1326,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1327,Elle mange souvent des fruits au petit déjeuner.,A2
1328,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1329,Le chat dort sur le sofa.,C1
1330,Le chat dort sur le sofa.,B1
1331,Le chat dort sur le sofa.,A2
1332,"Quand j'étais petit, j'allais à l'école à pied.",B2
1333,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1334,Le chat dort sur le sofa.,C1
1335,"Quand j'étais petit, j'allais à l'école à pied.",B1
1336,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1337,Elle mange souvent des fruits au petit déjeuner.,B2
1338,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1339,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1340,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1341,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1342,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1343,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1344,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1345,"Quand j'étais petit, j'allais à l'école à pied.",A2
1346,"Quand j'étais petit, j'allais à l'école à pied.",C1
1347,Elle mange souvent des fruits au petit déjeuner.,B2
1348,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1349,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1350,Le chat dort sur le sofa.,B2
1351,Elle mange souvent des fruits au petit déjeuner.,C1
1352,Le chat dort sur le sofa.,C1
1353,Le chat dort sur le sofa.,C1
1354,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1355,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1356,Le chat dort sur le sofa.,A2
1357,Le chat dort sur le sofa.,B2
1358,Elle mange souvent des fruits au petit déjeuner.,B2
1359,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1360,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1361,Le chat dort sur le sofa.,A1
1362,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1363,Elle mange souvent des fruits au petit déjeuner.,C1
1364,Elle mange souvent des fruits au petit déjeuner.,B1
1365,Elle mange souvent des fruits au petit déjeuner.,C1
1366,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1367,Le chat dort sur le sofa.,B1
1368,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1369,Elle mange souvent des fruits au petit déjeuner.,C1
1370,Le chat dort sur le sofa.,B2
1371,Le chat dort sur le sofa.,A1
1372,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1373,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1374,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1375,Elle mange souvent des fruits au petit déjeuner.,B2
1376,Elle mange souvent des fruits au petit déjeuner.,A2
1377,Le chat dort sur le sofa.,A2
1378,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1379,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1380,Elle mange souvent des fruits au petit déjeuner.,C1
1381,"Quand j'étais petit, j'allais à l'école à pied.",C1
1382,Le chat dort sur le sofa.,A1
1383,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1384,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1385,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1386,"Quand j'étais petit, j'allais à l'école à pied.",A1
1387,Elle mange souvent des fruits au petit déjeuner.,B2
1388,Elle mange souvent des fruits au petit déjeuner.,A1
1389,Elle mange souvent des fruits au petit déjeuner.,B1
1390,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1391,Elle mange souvent des fruits au petit déjeuner.,A1
1392,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1393,"Quand j'étais petit, j'allais à l'école à pied.",A1
1394,Le chat dort sur le sofa.,B1
1395,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1396,"Quand j'étais petit, j'allais à l'école à pied.",B1
1397,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1398,"Quand j'étais petit, j'allais à l'école à pied.",A1
1399,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1400,Le chat dort sur le sofa.,B1
1401,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1402,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1403,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1404,"Quand j'étais petit, j'allais à l'école à pied.",A2
1405,Elle mange souvent des fruits au petit déjeuner.,A2
1406,"Quand j'étais petit, j'allais à l'école à pied.",B2
1407,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1408,Le chat dort sur le sofa.,C1
1409,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1410,Le chat dort sur le sofa.,B2
1411,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1412,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1413,"Quand j'étais petit, j'allais à l'école à pied.",B1
1414,"Quand j'étais petit, j'allais à l'école à pied.",B1
1415,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1416,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1417,"Quand j'étais petit, j'allais à l'école à pied.",C1
1418,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1419,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1420,Le chat dort sur le sofa.,B1
1421,"Quand j'étais petit, j'allais à l'école à pied.",B1
1422,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1423,"Quand j'étais petit, j'allais à l'école à pied.",B1
1424,"Quand j'étais petit, j'allais à l'école à pied.",B2
1425,"Quand j'étais petit, j'allais à l'école à pied.",B2
1426,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1427,Elle mange souvent des fruits au petit déjeuner.,B1
1428,Elle mange souvent des fruits au petit déjeuner.,A1
1429,Le chat dort sur le sofa.,B1
1430,"Quand j'étais petit, j'allais à l'école à pied.",A1
1431,Elle mange souvent des fruits au petit déjeuner.,A1
1432,Le chat dort sur le sofa.,A1
1433,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1434,"Quand j'étais petit, j'allais à l'école à pied.",A1
1435,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1436,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1437,Le chat dort sur le sofa.,A2
1438,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1439,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1440,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1441,Le chat dort sur le sofa.,B2
1442,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1443,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1444,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1445,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1446,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1447,"Quand j'étais petit, j'allais à l'école à pied.",C1
1448,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1449,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1450,"Quand j'étais petit, j'allais à l'école à pied.",B1
1451,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1452,"Quand j'étais petit, j'allais à l'école à pied.",A2
1453,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1454,Le chat dort sur le sofa.,B1
1455,Le chat dort sur le sofa.,A1
1456,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1457,Elle mange souvent des fruits au petit déjeuner.,A1
1458,Le chat dort sur le sofa.,B1
1459,Elle mange souvent des fruits au petit déjeuner.,B1
1460,"Quand j'étais petit, j'allais à l'école à pied.",A2
1461,"Quand j'étais petit, j'allais à l'école à pied.",B1
1462,Elle mange souvent des fruits au petit déjeuner.,B1
1463,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1464,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1465,Elle mange souvent des fruits au petit déjeuner.,C1
1466,Elle mange souvent des fruits au petit déjeuner.,B1
1467,Elle mange souvent des fruits au petit déjeuner.,B1
1468,Elle mange souvent des fruits au petit déjeuner.,C1
1469,Elle mange souvent des fruits au petit déjeuner.,A1
1470,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1471,Le chat dort sur le sofa.,A1
1472,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1473,Le chat dort sur le sofa.,B1
1474,Elle mange souvent des fruits au petit déjeuner.,B2
1475,Le chat dort sur le sofa.,B1
1476,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1477,"Quand j'étais petit, j'allais à l'école à pied.",C1
1478,Le chat dort sur le sofa.,B1
1479,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1480,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1481,"Quand j'étais petit, j'allais à l'école à pied.",A2
1482,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1483,Elle mange souvent des fruits au petit déjeuner.,B1
1484,"Quand j'étais petit, j'allais à l'école à pied.",B1
1485,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1486,"Quand j'étais petit, j'allais à l'école à pied.",A1
1487,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1488,Elle mange souvent des fruits au petit déjeuner.,A1
1489,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1490,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1491,Le chat dort sur le sofa.,C1
1492,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1493,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1494,"Quand j'étais petit, j'allais à l'école à pied.",A2
1495,Elle mange souvent des fruits au petit déjeuner.,C1
1496,Le chat dort sur le sofa.,A1
1497,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1498,"Quand j'étais petit, j'allais à l'école à pied.",A1
1499,Elle mange souvent des fruits au petit déjeuner.,A1
1500,Le chat dort sur le sofa.,A1
1501,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1502,Elle mange souvent des fruits au petit déjeuner.,B2
1503,Elle mange souvent des fruits au petit déjeuner.,B2
1504,Elle mange souvent des fruits au petit déjeuner.,C1
1505,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1506,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1507,"Quand j'étais petit, j'allais à l'école à pied.",B2
1508,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1509,Le chat dort sur le sofa.,A2
1510,"Quand j'étais petit, j'allais à l'école à pied.",A1
1511,Le chat dort sur le sofa.,C1
1512,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1513,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1514,Elle mange souvent des fruits au petit déjeuner.,B2
1515,"Quand j'étais petit, j'allais à l'école à pied.",B2
1516,Elle mange souvent des fruits au petit déjeuner.,A2
1517,Le chat dort sur le sofa.,B2
1518,Elle mange souvent des fruits au petit déjeuner.,B2
1519,Elle mange souvent des fruits au petit déjeuner.,B1
1520,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1521,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1522,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1523,Le chat dort sur le sofa.,A2
1524,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1525,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1526,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1527,"Quand j'étais petit, j'allais à l'école à pied.",B2
1528,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1529,Elle mange souvent des fruits au petit déjeuner.,B1
1530,Elle mange souvent des fruits au petit déjeuner.,C1
1531,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1532,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1533,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1534,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1535,Le chat dort sur le sofa.,A2
1536,Elle mange souvent des fruits au petit déjeuner.,B1
1537,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1538,"Quand j'étais petit, j'allais à l'école à pied.",A2
1539,Le chat dort sur le sofa.,B2
1540,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1541,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1542,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1543,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1544,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1545,Elle mange souvent des fruits au petit déjeuner.,B1
1546,Elle mange souvent des fruits au petit déjeuner.,B2
1547,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1548,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1549,"Quand j'étais petit, j'allais à l'école à pied.",B2
1550,Le chat dort sur le sofa.,C1
1551,Le chat dort sur le sofa.,C1
1552,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1553,Elle mange souvent des fruits au petit déjeuner.,A2
1554,"Quand j'étais petit, j'allais à l'école à pied.",C1
1555,Le chat dort sur le sofa.,A1
1556,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1557,Elle mange souvent des fruits au petit déjeuner.,C1
1558,Elle mange souvent des fruits au petit déjeuner.,A2
1559,Elle mange souvent des fruits au petit déjeuner.,B1
1560,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1561,Elle mange souvent des fruits au petit déjeuner.,A2
1562,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1563,"Quand j'étais petit, j'allais à l'école à pied.",B2
1564,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1565,Elle mange souvent des fruits au petit déjeuner.,A2
1566,"Quand j'étais petit, j'allais à l'école à pied.",B1
1567,Le chat dort sur le sofa.,A1
1568,Le chat dort sur le sofa.,A1
1569,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1570,"Quand j'étais petit, j'allais à l'école à pied.",B1
1571,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1572,"Quand j'étais petit, j'allais à l'école à pied.",C1
1573,"Quand j'étais petit, j'allais à l'école à pied.",C1
1574,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1575,"Quand j'étais petit, j'allais à l'école à pied.",A2
1576,Elle mange souvent des fruits au petit déjeuner.,B1
1577,"Quand j'étais petit, j'allais à l'école à pied.",A2
1578,"Quand j'étais petit, j'allais à l'école à pied.",A2
1579,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1580,Le chat dort sur le sofa.,B2
1581,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1582,"Quand j'étais petit, j'allais à l'école à pied.",A1
1583,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1584,"Quand j'étais petit, j'allais à l'école à pied.",A1
1585,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1586,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1587,"Quand j'étais petit, j'allais à l'école à pied.",A2
1588,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1589,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1590,"Quand j'étais petit, j'allais à l'école à pied.",A1
1591,Le chat dort sur le sofa.,A2
1592,"Quand j'étais petit, j'allais à l'école à pied.",A1
1593,Le chat dort sur le sofa.,C1
1594,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1595,Le chat dort sur le sofa.,B1
1596,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1597,Le chat dort sur le sofa.,A1
1598,Le chat dort sur le sofa.,A1
1599,"Quand j'étais petit, j'allais à l'école à pied.",A1
1600,Le chat dort sur le sofa.,A1
1601,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1602,"Quand j'étais petit, j'allais à l'école à pied.",C1
1603,Le chat dort sur le sofa.,C1
1604,"Quand j'étais petit, j'allais à l'école à pied.",C1
1605,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1606,"Quand j'étais petit, j'allais à l'école à pied.",C1
1607,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1608,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1609,"Quand j'étais petit, j'allais à l'école à pied.",C1
1610,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1611,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1612,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1613,Elle mange souvent des fruits au petit déjeuner.,B2
1614,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1615,"Quand j'étais petit, j'allais à l'école à pied.",A2
1616,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1617,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1618,"Quand j'étais petit, j'allais à l'école à pied.",A1
1619,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1620,"Quand j'étais petit, j'allais à l'école à pied.",B2
1621,Elle mange souvent des fruits au petit déjeuner.,A2
1622,Elle mange souvent des fruits au petit déjeuner.,A2
1623,"Quand j'étais petit, j'allais à l'école à pied.",B1
1624,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1625,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1626,Elle mange souvent des fruits au petit déjeuner.,A1
1627,Elle mange souvent des fruits au petit déjeuner.,C1
1628,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1629,Elle mange souvent des fruits au petit déjeuner.,B1
1630,Elle mange souvent des fruits au petit déjeuner.,B2
1631,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1632,"Quand j'étais petit, j'allais à l'école à pied.",A1
1633,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1634,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1635,Elle mange souvent des fruits au petit déjeuner.,C1
1636,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1637,"Quand j'étais petit, j'allais à l'école à pied.",A1
1638,Elle mange souvent des fruits au petit déjeuner.,B1
1639,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1640,Le chat dort sur le sofa.,B2
1641,Le chat dort sur le sofa.,B1
1642,Le chat dort sur le sofa.,C1
1643,Le chat dort sur le sofa.,A1
1644,Le chat dort sur le sofa.,A1
1645,Elle mange souvent des fruits au petit déjeuner.,B1
1646,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1647,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1648,Elle mange souvent des fruits au petit déjeuner.,B2
1649,Elle mange souvent des fruits au petit déjeuner.,A2
1650,"Quand j'étais petit, j'allais à l'école à pied.",B1
1651,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1652,Le chat dort sur le sofa.,B1
1653,Elle mange souvent des fruits au petit déjeuner.,B2
1654,Le chat dort sur le sofa.,C1
1655,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1656,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1657,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1658,Elle mange souvent des fruits au petit déjeuner.,B1
1659,"Quand j'étais petit, j'allais à l'école à pied.",B1
1660,Le chat dort sur le sofa.,A1
1661,Elle mange souvent des fruits au petit déjeuner.,A1
1662,"Quand j'étais petit, j'allais à l'école à pied.",B2
1663,Le chat dort sur le sofa.,C1
1664,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1665,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1666,"Quand j'étais petit, j'allais à l'école à pied.",B1
1667,Le chat dort sur le sofa.,A1
1668,Elle mange souvent des fruits au petit déjeuner.,C1
1669,Le chat dort sur le sofa.,A2
1670,Elle mange souvent des fruits au petit déjeuner.,C1
1671,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1672,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1673,Le chat dort sur le sofa.,A2
1674,Le chat dort sur le sofa.,A2
1675,Elle mange souvent des fruits au petit déjeuner.,B2
1676,Elle mange souvent des fruits au petit déjeuner.,C1
1677,"Quand j'étais petit, j'allais à l'école à pied.",B2
1678,"Quand j'étais petit, j'allais à l'école à pied.",A1
1679,"Quand j'étais petit, j'allais à l'école à pied.",A1
1680,Le chat dort sur le sofa.,A2
1681,"Quand j'étais petit, j'allais à l'école à pied.",B2
1682,Le chat dort sur le sofa.,B2
1683,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1684,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1685,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1686,Le chat dort sur le sofa.,B1
1687,Le chat dort sur le sofa.,B1
1688,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1689,Elle mange souvent des fruits au petit déjeuner.,B2
1690,Elle mange souvent des fruits au petit déjeuner.,B1
1691,Elle mange souvent des fruits au petit déjeuner.,B2
1692,"Quand j'étais petit, j'allais à l'école à pied.",A2
1693,Elle mange souvent des fruits au petit déjeuner.,B1
1694,"Quand j'étais petit, j'allais à l'école à pied.",A2
1695,"Quand j'étais petit, j'allais à l'école à pied.",C1
1696,Elle mange souvent des fruits au petit déjeuner.,A1
1697,Elle mange souvent des fruits au petit déjeuner.,C1
1698,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1699,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1700,"Quand j'étais petit, j'allais à l'école à pied.",B1
1701,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1702,"Quand j'étais petit, j'allais à l'école à pied.",B1
1703,Le chat dort sur le sofa.,A1
1704,"Quand j'étais petit, j'allais à l'école à pied.",C1
1705,"Quand j'étais petit, j'allais à l'école à pied.",B2
1706,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1707,Le chat dort sur le sofa.,A2
1708,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1709,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1710,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1711,Le chat dort sur le sofa.,B1
1712,Elle mange souvent des fruits au petit déjeuner.,C1
1713,Le chat dort sur le sofa.,C1
1714,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1715,"Quand j'étais petit, j'allais à l'école à pied.",C1
1716,"Quand j'étais petit, j'allais à l'école à pied.",C1
